duplication_type	gene	age	age_occurrences	had_conflicting_occurrence_calls	Ppe_syntenic	Mdo_syntenic	Gtr_syntenic	minimum_valid_pair_Ks
PD	Pbre1_10G377200	young	1	False	0	0	0	0.0373367
TD	Pbre1_14G377800	young	1	False	0	0	0	0.0719961
TD	Pbre1_14G175000	young	1	False	0	0	0	0.0653031
PD	Pbre1_13G070000	young	1	False	0	0	0	0.0221711
TD	Pbre1_09G462600	young	1	False	0	0	0	0.0319863
PD	Pbre1_16G046200	young	1	False	0	0	0	0.0603468
TD	Pbre1_08G209000	young	1	False	0	0	0	0.00542097
PD	Pbre1_08G035800	young	1	False	0	0	0	0.0669983
PD	Pbre1_05G182200	young	1	False	0	0	0	0.0181386
PD	Pbre1_14G366000	young	1	False	0	0	0	0.00350433
TD	Pbre1_07G403600	young	1	False	0	0	0	0.106422
TD	Pbre1_04G013600	young	1	False	0	0	0	0.0521495
TD	Pbre1_07G047800	young	1	False	0	0	0	0.103511
PD	Pbre1_05G288800	young	1	False	0	0	0	0.0133565
TD	Pbre1_12G275800	young	1	False	0	0	0	0.0811811
PD	Pbre1_06G347400	young	1	False	0	0	0	0.108562
PD	Pbre1_17G210800	young	1	False	0	0	0	0.0254374
TD	Pbre1_11G029200	young	1	False	0	0	0	0.0653658
TD	Pbre1_08G313000	young	1	False	0	0	0	0.102027
TD	Pbre1_03G460800	young	1	False	0	0	0	0.0440342
PD	Pbre1_09G042400	young	2	True	0	0	0	0.11151
TD	Pbre1_04G348200	young	1	False	0	0	0	0.0564204
TRD	Pbre1_04G133200	young	1	False	0	0	0	0.00205524
PD	Pbre1_02G469000	young	1	False	0	0	0	0.0650653
TD	Pbre1_03G025800	young	1	False	0	0	0	0.0924656
TRD	Pbre1_03G272000	young	2	False	0	0	0	0.0408771
TD	Pbre1_15G202800	young	1	False	0	0	0	0.0926651
TD	Pbre1_06G356000	young	1	False	0	0	0	0.0577249
TD	Pbre1_09G184000	young	1	False	0	0	0	0.0357869
PD	Pbre1_09G183800	young	1	False	0	0	0	0.081369
TD	Pbre1_11G169000	young	1	False	0	0	0	0.103463
PD	Pbre1_17G280800	young	1	False	0	0	0	0.0540615
TD	Pbre1_09G167400	young	1	False	0	0	0	0.0747375
TD	Pbre1_06G354000	young	1	False	0	0	0	0.0289356
TD	Pbre1_02G381400	young	1	False	0	0	0	0.0197944
TD	Pbre1_05G536200	young	1	False	0	0	0	0.0784302
TD	Pbre1_06G254000	young	1	False	0	0	0	0.0926192
TD	Pbre1_09G281200	young	1	False	0	0	0	0.088648
PD	Pbre1_02G397400	young	1	False	0	0	0	0.0885755
PD	Pbre1_05G413000	young	1	False	0	0	0	0.0601462
TD	Pbre1_13G396200	young	1	False	0	0	0	0.0211362
PD	Pbre1_01G196000	young	2	True	0	0	0	0.0646303
TD	Pbre1_14G294600	young	1	False	0	0	0	0.0616353
TD	Pbre1_15G715000	young	1	False	0	0	0	0.0257738
TD	Pbre1_11G107600	young	1	False	0	0	0	0.0635101
PD	Pbre1_14G213200	young	1	False	0	0	0	0.0452337
PD	Pbre1_01G136800	young	1	False	0	0	0	0.0524297
TD	Pbre1_03G121600	young	1	False	0	0	0	0.0664658
PD	Pbre1_17G417800	young	1	False	0	0	0	0.0961549
PD	Pbre1_04G397400	young	1	False	0	0	0	0.0612973
TD	Pbre1_15G109000	young	1	False	0	0	0	0.0761822
PD	Pbre1_10G373000	young	2	True	0	0	0	0.110202
TD	Pbre1_02G444200	young	1	False	0	0	0	0.0683514
TD	Pbre1_07G421400	young	1	False	0	0	0	0.105287
TD	Pbre1_09G211000	young	2	True	0	0	0	0.061411
PD	Pbre1_14G099000	young	1	False	0	0	0	0.0745703
PD	Pbre1_12G380400	young	1	False	0	0	0	0.0701369
PD	Pbre1_10G492400	young	1	False	0	0	0	0.0208567
TD	Pbre1_12G256600	young	1	False	0	0	0	0.101404
TD	Pbre1_04G034600	young	1	False	0	0	0	0.0208642
PD	Pbre1_04G017200	young	1	False	0	0	0	0.0288009
TD	Pbre1_17G178800	young	1	False	0	0	0	0.0233114
TD	Pbre1_08G358800	young	1	False	0	0	0	0.0714089
TD	Pbre1_06G041800	young	1	False	0	0	0	0.0965185
PD	Pbre1_01G432400	young	1	False	0	0	0	0.0605319
PD	Pbre1_10G366800	young	1	False	0	0	0	0.0465775
PD	Pbre1_11G124200	young	1	False	0	0	0	0.0806104
PD	Pbre1_17G298000	young	1	False	0	0	0	0.10403
TRD	Pbre1_01G000200	young	1	False	0	0	0	0.0101785
PD	Pbre1_17G487200	young	2	True	0	0	0	0.0125488
PD	Pbre1_13G042400	young	1	False	0	0	0	0.0331095
TD	Pbre1_07G026200	young	1	False	0	0	0	0.0151727
PD	Pbre1_11G123600	young	2	True	0	0	0	0.0864507
PD	Pbre1_15G258000	young	1	False	0	0	0	0.0507259
PD	Pbre1_02G021600	young	1	False	0	0	0	0.0149114
TD	Pbre1_09G099200	young	1	False	0	0	0	0.0955565
PD	Pbre1_07G135600	young	1	False	0	0	0	0.0545727
TD	Pbre1_12G292800	young	1	False	0	0	0	0.0325194
PD	Pbre1_01G306000	young	1	False	0	0	0	0.0670796
TD	Pbre1_16G410600	young	1	False	0	0	0	0.00422852
PD	Pbre1_09G194600	young	1	False	0	0	0	0.0478685
TD	Pbre1_13G272600	young	1	False	0	0	0	0.0352086
TD	Pbre1_10G260000	young	1	False	0	0	0	0.0161602
TD	Pbre1_14G383000	young	1	False	0	0	0	0.0440479
TD	Pbre1_13G435800	young	1	False	0	0	0	0.0320236
TD	Pbre1_10G488600	young	1	False	0	0	0	0.0988073
PD	Pbre1_09G232600	young	1	False	0	0	0	0.0656067
TD	Pbre1_01G350600	young	1	False	0	0	0	0.093708
PD	Pbre1_08G162600	young	1	False	0	0	0	0.10223
PD	Pbre1_12G286800	young	1	False	0	0	0	0.103995
PD	Pbre1_11G112800	young	1	False	0	0	0	0.0903428
PD	Pbre1_09G314600	young	1	False	0	0	0	0.0533871
PD	Pbre1_09G211000	young	1	False	0	0	0	0.0683309
PD	Pbre1_10G115400	young	1	False	0	0	0	0.0648729
TD	Pbre1_01G375600	young	1	False	0	0	0	0.0753054
PD	Pbre1_13G278200	young	1	False	0	0	0	0.0791353
PD	Pbre1_17G390600	young	1	False	0	0	0	0.0911038
TD	Pbre1_10G029800	young	1	False	0	0	0	0.07873
TD	Pbre1_04G077800	young	1	False	0	0	0	0.0397134
PD	Pbre1_08G082600	young	1	False	0	0	0	0.0951574
TD	Pbre1_05G507600	young	1	False	0	0	0	0.0515647
PD	Pbre1_17G416400	young	1	False	0	0	0	0.048586
PD	Pbre1_01G328000	young	1	False	0	0	0	0.0328944
PD	Pbre1_01G306200	young	2	True	0	0	0	0.0949126
PD	Pbre1_02G452600	young	1	False	0	0	0	0.00293182
TD	Pbre1_15G721000	young	2	True	0	0	0	0.0231315
TD	Pbre1_09G250000	young	1	False	0	0	0	0.0967334
TD	Pbre1_17G200000	young	1	False	0	0	0	0.0285252
TD	Pbre1_07G143800	young	1	False	0	0	0	0.0518585
PD	Pbre1_04G131200	young	2	True	0	0	0	0.102704
TD	Pbre1_05G073400	young	1	False	0	0	0	0.0907742
TD	Pbre1_16G148800	young	1	False	0	0	0	0.0296456
PD	Pbre1_10G148400	young	1	False	0	0	0	0.105884
PD	Pbre1_11G383200	young	1	False	0	0	0	0.0451423
PD	Pbre1_12G035600	young	1	False	0	0	0	0.0533801
PD	Pbre1_07G187400	young	1	False	0	0	0	0.100162
TD	Pbre1_16G203400	young	1	False	0	0	0	0.0997684
PD	Pbre1_07G016600	young	1	False	0	0	0	0.0900039
PD	Pbre1_03G162600	young	1	False	0	0	0	0.0322427
PD	Pbre1_16G100200	young	1	False	0	0	0	0.070246
TD	Pbre1_11G029600	young	1	False	0	0	0	0.0241594
TD	Pbre1_05G126400	young	1	False	0	0	0	0.0362982
TD	Pbre1_14G311200	young	1	False	0	0	0	0.0444943
TD	Pbre1_09G470800	young	1	False	0	0	0	0.0841647
TD	Pbre1_09G055800	young	2	True	0	0	0	0.0807717
PD	Pbre1_13G275600	young	1	False	0	0	0	0.0374839
TD	Pbre1_12G331400	young	1	False	0	0	0	0.0466336
TD	Pbre1_12G384200	young	1	False	0	0	0	0.0787271
PD	Pbre1_16G391800	young	1	False	0	0	0	0.0224558
TD	Pbre1_01G345200	young	1	False	0	0	0	0.108689
PD	Pbre1_11G201000	young	1	False	0	0	0	0.0838352
PD	Pbre1_11G390600	young	1	False	0	0	0	0.0365032
TD	Pbre1_17G110000	young	1	False	0	0	0	0.0145961
PD	Pbre1_10G308200	young	1	False	0	0	0	0.083858
PD	Pbre1_07G049600	young	1	False	0	0	0	0.00303724
TD	Pbre1_02G375000	young	1	False	0	0	0	0.109727
TD	Pbre1_10G423400	young	2	True	0	0	0	0.0364177
TD	Pbre1_06G371800	young	1	False	0	0	0	0.110844
TD	Pbre1_07G103000	young	1	False	0	0	0	0.0961986
PD	Pbre1_05G232400	young	3	True	0	0	0	0.0175543
TD	Pbre1_12G294600	old	1	False	1	1	1	0.150119
TRD	Pbre1_08G192000	old	1	False	0	0	0	0.425775
TRD	Pbre1_14G452000	old	1	False	0	1	0	0.136715
PD	Pbre1_05G263200	old	1	False	0	0	0	0.258202
TD	Pbre1_16G201200	old	1	False	1	1	1	0.133951
PD	Pbre1_14G212400	old	1	False	0	1	0	0.459492
PD	Pbre1_16G325600	old	1	False	1	1	1	0.205079
PD	Pbre1_11G113000	old	1	False	0	0	0	0.144274
TD	Pbre1_09G211400	old	2	False	0	0	0	0.117842
TRD	Pbre1_10G426600	old	1	False	0	0	0	0.434891
PD	Pbre1_02G233800	old	1	False	1	0	1	0.193404
TRD	Pbre1_06G192200	old	1	False	0	0	0	0.438711
TRD	Pbre1_08G231200	old	1	False	0	0	0	0.445962
TRD	Pbre1_07G246600	old	1	False	0	0	0	0.33105
PD	Pbre1_02G126800	old	1	False	0	0	0	0.465855
TD	Pbre1_03G039000	old	1	False	0	0	0	0.345653
TRD	Pbre1_12G006200	old	1	False	0	1	0	0.212564
PD	Pbre1_04G334000	old	1	False	0	0	0	0.416435
TRD	Pbre1_03G244000	old	1	False	0	0	0	0.230965
TD	Pbre1_08G072200	old	1	False	1	1	1	0.26348
TRD	Pbre1_09G215400	old	1	False	0	1	0	0.170375
TRD	Pbre1_15G657600	old	2	False	0	0	0	0.405805
TRD	Pbre1_16G024600	old	1	False	0	1	0	0.1374
TRD	Pbre1_04G186600	old	1	False	0	1	0	0.240031
TD	Pbre1_03G346800	old	1	False	1	1	1	0.191872
TRD	Pbre1_07G142200	old	1	False	0	0	0	0.425165
TRD	Pbre1_05G212600	old	1	False	0	1	0	0.217025
TRD	Pbre1_06G390600	old	1	False	0	0	0	0.362734
TRD	Pbre1_07G165000	old	1	False	0	0	0	0.386003
TRD	Pbre1_15G426400	old	1	False	0	0	0	0.257987
TRD	Pbre1_01G418400	old	1	False	0	0	0	0.245885
TD	Pbre1_17G472000	old	1	False	0	0	0	0.141913
TRD	Pbre1_15G564200	old	2	False	0	0	0	0.235707
TRD	Pbre1_02G485000	old	1	False	0	0	0	0.206451
PD	Pbre1_01G368600	old	1	False	0	1	0	0.269168
TRD	Pbre1_06G025600	old	1	False	0	0	1	0.329115
PD	Pbre1_17G445000	old	2	False	0	1	1	0.16793
TRD	Pbre1_17G426000	old	1	False	0	0	0	0.127985
TD	Pbre1_11G144200	old	1	False	1	1	0	0.474719
TRD	Pbre1_03G334400	old	1	False	0	0	0	0.372697
TRD	Pbre1_17G386800	old	1	False	0	0	0	0.374871
TRD	Pbre1_05G383800	old	1	False	0	0	0	0.1914
TRD	Pbre1_07G022400	old	1	False	0	0	0	0.315918
PD	Pbre1_14G313000	old	1	False	0	0	0	0.12159
TD	Pbre1_17G328400	old	1	False	1	1	1	0.114436
TD	Pbre1_17G249000	old	1	False	0	1	0	0.371938
TD	Pbre1_14G264200	old	1	False	1	1	1	0.118288
PD	Pbre1_17G087400	old	1	False	1	1	1	0.281537
TD	Pbre1_06G319800	old	1	False	0	1	1	0.295348
TD	Pbre1_17G405200	old	1	False	1	1	0	0.17618
TRD	Pbre1_13G489000	old	1	False	0	0	0	0.287578
TRD	Pbre1_04G106000	old	1	False	0	0	0	0.329886
TRD	Pbre1_09G145000	old	1	False	0	0	0	0.171216
TRD	Pbre1_14G404400	old	1	False	0	0	0	0.272764
TD	Pbre1_02G223800	old	1	False	1	1	0	0.239501
TRD	Pbre1_11G125800	old	1	False	0	1	1	0.158627
PD	Pbre1_17G415800	old	1	False	1	1	1	0.119978
TD	Pbre1_11G043600	old	1	False	1	1	1	0.155299
TRD	Pbre1_11G316800	old	1	False	0	1	0	0.176785
TRD	Pbre1_16G361400	old	1	False	0	0	0	0.384681
PD	Pbre1_17G079000	old	1	False	1	1	1	0.39458
TD	Pbre1_16G063600	old	1	False	1	0	1	0.435137
TRD	Pbre1_12G415400	old	1	False	0	0	0	0.249134
TRD	Pbre1_16G432200	old	1	False	0	0	0	0.142653
TRD	Pbre1_16G394400	old	1	False	0	0	0	0.241179
TRD	Pbre1_11G405800	old	1	False	0	1	0	0.171513
PD	Pbre1_02G218000	old	1	False	0	1	0	0.304685
PD	Pbre1_03G412800	old	1	False	1	1	1	0.307311
TRD	Pbre1_17G068800	old	1	False	0	0	0	0.25226
PD	Pbre1_02G419800	old	1	False	1	1	1	0.32824
TRD	Pbre1_11G475400	old	1	False	0	0	0	0.434544
TRD	Pbre1_05G027000	old	1	False	0	0	0	0.330539
TRD	Pbre1_05G435600	old	1	False	0	0	0	0.216386
PD	Pbre1_09G155600	old	1	False	0	0	0	0.16297
TD	Pbre1_14G209800	old	1	False	1	0	0	0.166464
TRD	Pbre1_05G186000	old	1	False	0	0	0	0.247666
TD	Pbre1_10G014400	old	1	False	1	1	1	0.299381
TRD	Pbre1_08G349400	old	1	False	0	1	0	0.154506
TRD	Pbre1_09G359200	old	1	False	0	0	0	0.339137
TRD	Pbre1_17G100800	old	1	False	0	0	0	0.305535
TRD	Pbre1_15G502600	old	1	False	0	0	0	0.131599
TD	Pbre1_08G150000	old	1	False	1	0	1	0.141489
TRD	Pbre1_16G407000	old	1	False	0	0	0	0.455998
TRD	Pbre1_05G116000	old	1	False	0	0	0	0.385519
PD	Pbre1_08G056600	old	1	False	0	0	0	0.389926
TD	Pbre1_02G449600	old	1	False	0	1	0	0.276428
TRD	Pbre1_14G154000	old	1	False	0	0	0	0.209323
TRD	Pbre1_17G136600	old	1	False	0	0	0	0.188125
TD	Pbre1_01G156200	old	1	False	0	1	0	0.459513
TRD	Pbre1_07G031200	old	1	False	0	0	0	0.179766
PD	Pbre1_03G230000	old	1	False	0	1	0	0.321416
PD	Pbre1_15G675400	old	1	False	1	1	1	0.326062
PD	Pbre1_10G353600	old	1	False	1	1	1	0.189618
TD	Pbre1_15G748800	old	1	False	1	1	1	0.319957
TD	Pbre1_13G223000	old	1	False	1	1	1	0.124151
PD	Pbre1_07G140000	old	1	False	1	1	1	0.273895
TD	Pbre1_02G344600	old	1	False	0	0	0	0.159549
PD	Pbre1_01G137400	old	1	False	1	1	1	0.302294
TRD	Pbre1_11G049000	old	1	False	0	1	0	0.235625
TRD	Pbre1_10G334000	old	1	False	0	0	0	0.12531
TRD	Pbre1_04G396200	old	1	False	0	1	1	0.161774
TD	Pbre1_16G015200	old	1	False	1	1	1	0.310478
PD	Pbre1_17G365200	old	1	False	1	1	0	0.163836
TRD	Pbre1_10G328800	old	1	False	0	1	0	0.16494
PD	Pbre1_06G346400	old	1	False	0	1	0	0.43577
PD	Pbre1_16G044800	old	1	False	0	0	0	0.15905
TRD	Pbre1_09G463800	old	1	False	0	0	0	0.42962
TD	Pbre1_07G156200	old	1	False	0	1	1	0.17755
TD	Pbre1_01G244200	old	2	False	0	0	0	0.125579
PD	Pbre1_07G159600	old	1	False	1	1	1	0.196383
TRD	Pbre1_13G213200	old	1	False	0	0	0	0.355156
TRD	Pbre1_07G426400	old	1	False	0	1	0	0.213829
PD	Pbre1_17G215000	old	2	False	0	0	0	0.250841
PD	Pbre1_03G113800	old	1	False	1	1	1	0.273131
TD	Pbre1_05G488400	old	1	False	1	1	1	0.399359
TD	Pbre1_05G060600	old	1	False	0	0	0	0.252464
TD	Pbre1_02G087800	old	1	False	1	1	0	0.168144
TD	Pbre1_08G114400	old	1	False	0	0	0	0.212296
TRD	Pbre1_16G203000	old	1	False	0	0	0	0.118041
TD	Pbre1_15G458400	old	1	False	1	1	1	0.155071
TD	Pbre1_08G165400	old	1	False	1	1	0	0.40484
TD	Pbre1_12G057400	old	1	False	1	1	1	0.121651
PD	Pbre1_11G093000	old	1	False	0	1	0	0.244376
TRD	Pbre1_17G322600	old	1	False	0	1	0	0.13615
TRD	Pbre1_02G361000	old	1	False	0	0	0	0.428865
TRD	Pbre1_14G249400	old	1	False	0	1	0	0.204164
TRD	Pbre1_03G099000	old	1	False	0	0	0	0.300723
TRD	Pbre1_01G406200	old	2	False	0	1	0	0.233923
PD	Pbre1_10G314200	old	1	False	1	1	0	0.446183
TRD	Pbre1_09G395400	old	1	False	0	0	0	0.126066
TRD	Pbre1_03G154400	old	1	False	0	0	0	0.160583
PD	Pbre1_03G377000	old	1	False	0	1	1	0.254654
TD	Pbre1_12G397000	old	1	False	1	1	0	0.372224
TRD	Pbre1_10G439800	old	1	False	0	1	0	0.19338
PD	Pbre1_11G274400	old	1	False	1	1	1	0.209023
TD	Pbre1_03G297200	old	1	False	0	0	1	0.148774
PD	Pbre1_05G540400	old	1	False	1	1	0	0.44728
TRD	Pbre1_02G310800	old	1	False	0	0	0	0.429509
TD	Pbre1_06G071400	old	1	False	0	0	0	0.175148
PD	Pbre1_17G443400	old	1	False	0	1	0	0.16793
TD	Pbre1_10G236400	old	1	False	1	0	0	0.183701
TD	Pbre1_17G225800	old	1	False	1	1	1	0.36343
PD	Pbre1_09G174000	old	1	False	1	1	0	0.156803
PD	Pbre1_05G582600	old	2	False	1	1	1	0.200699
TD	Pbre1_01G244000	old	1	False	0	0	0	0.125579
TD	Pbre1_16G130400	old	1	False	0	0	0	0.146515
TRD	Pbre1_17G173400	old	2	False	0	0	0	0.316221
TD	Pbre1_14G061000	old	1	False	0	1	0	0.211547
TRD	Pbre1_15G146800	old	1	False	0	0	0	0.2051
TRD	Pbre1_16G324400	old	1	False	0	0	0	0.448473
TRD	Pbre1_11G325600	old	1	False	0	0	0	0.136459
TRD	Pbre1_12G259400	old	1	False	0	0	0	0.172441
TD	Pbre1_10G535000	old	2	False	0	0	0	0.121994
TRD	Pbre1_11G279800	old	1	False	0	0	0	0.308772
TRD	Pbre1_10G347400	old	2	False	0	0	0	0.243097
TD	Pbre1_17G398200	old	1	False	1	1	0	0.464261
TD	Pbre1_05G376200	old	1	False	0	0	0	0.126466
TD	Pbre1_16G304000	old	1	False	1	1	1	0.202599
TRD	Pbre1_15G395800	old	1	False	0	1	0	0.150847
TRD	Pbre1_08G232000	old	1	False	0	0	0	0.384751
TRD	Pbre1_13G276800	old	1	False	0	0	0	0.31312
TRD	Pbre1_09G461600	old	1	False	0	1	1	0.459019
TRD	Pbre1_16G243400	old	1	False	0	1	0	0.257145
TD	Pbre1_05G110600	old	1	False	1	1	1	0.335112
TRD	Pbre1_05G603200	old	1	False	0	0	0	0.424414
PD	Pbre1_03G308400	old	1	False	1	1	0	0.240768
TRD	Pbre1_15G484000	old	1	False	0	1	0	0.329396
TD	Pbre1_02G122800	old	1	False	0	0	0	0.233071
PD	Pbre1_13G194800	old	1	False	1	1	1	0.427769
TD	Pbre1_02G171800	old	1	False	0	1	1	0.473282
PD	Pbre1_05G228000	old	1	False	0	0	0	0.258781
TRD	Pbre1_06G417600	old	1	False	0	0	0	0.128766
TRD	Pbre1_10G117200	old	1	False	0	0	0	0.30148
TD	Pbre1_15G502000	old	1	False	1	1	1	0.46701
TRD	Pbre1_11G376000	old	1	False	0	0	0	0.377495
PD	Pbre1_05G250000	old	1	False	0	1	1	0.264455
PD	Pbre1_04G335000	old	1	False	0	0	0	0.278298
PD	Pbre1_12G324800	old	1	False	0	0	0	0.327981
TD	Pbre1_11G137200	old	1	False	0	0	0	0.260634
TRD	Pbre1_05G322600	old	1	False	0	0	0	0.127025
TRD	Pbre1_05G314800	old	1	False	0	1	0	0.301169
TRD	Pbre1_09G374200	old	1	False	0	1	0	0.151126
TRD	Pbre1_02G066800	old	1	False	0	1	0	0.197924
TD	Pbre1_10G338800	old	1	False	1	1	1	0.288819
TRD	Pbre1_15G053000	old	1	False	0	0	0	0.278097
TRD	Pbre1_02G203000	old	1	False	0	0	0	0.240266
TRD	Pbre1_16G460200	old	1	False	0	0	0	0.279487
TRD	Pbre1_02G076400	old	1	False	0	0	0	0.129525
TD	Pbre1_02G415200	old	1	False	0	1	0	0.275901
TRD	Pbre1_17G081000	old	1	False	0	1	1	0.157999
TD	Pbre1_02G148000	old	1	False	1	1	0	0.211506
TRD	Pbre1_14G426400	old	1	False	0	0	0	0.148771
TD	Pbre1_08G058400	old	1	False	0	0	0	0.149683
TRD	Pbre1_05G579200	old	1	False	0	1	0	0.177775
TRD	Pbre1_17G102800	old	1	False	0	0	0	0.371728
TRD	Pbre1_16G167600	old	1	False	0	0	0	0.424078
TD	Pbre1_04G005200	old	2	False	0	0	0	0.318141
TRD	Pbre1_15G713200	old	1	False	0	0	0	0.220896
TRD	Pbre1_08G067400	old	1	False	0	0	0	0.241262
TD	Pbre1_03G455800	old	1	False	1	1	1	0.117525
TRD	Pbre1_15G486000	old	1	False	0	1	0	0.162886
TD	Pbre1_09G435800	old	1	False	1	1	1	0.176173
TRD	Pbre1_08G393800	old	1	False	0	0	1	0.253015
TRD	Pbre1_10G168200	old	1	False	0	0	0	0.285108
TD	Pbre1_15G570000	old	1	False	1	1	1	0.19426
TD	Pbre1_15G034600	old	1	False	1	1	1	0.39222
TRD	Pbre1_05G591000	old	1	False	0	0	0	0.389262
TD	Pbre1_11G191000	old	1	False	0	1	0	0.205169
TD	Pbre1_01G379000	old	1	False	1	1	1	0.200168
TD	Pbre1_07G492800	old	1	False	1	1	0	0.304839
PD	Pbre1_03G204600	old	1	False	0	1	0	0.340268
PD	Pbre1_07G419800	old	1	False	0	1	0	0.13974
TD	Pbre1_11G090200	old	2	False	0	0	0	0.151641
TD	Pbre1_16G248000	old	1	False	1	1	1	0.446306
TRD	Pbre1_13G468000	old	1	False	0	0	0	0.286935
TD	Pbre1_03G074600	old	2	False	0	0	0	0.177156
TD	Pbre1_10G353800	old	1	False	0	1	0	0.243932
TRD	Pbre1_14G370800	old	2	False	0	0	0	0.168638
TD	Pbre1_03G186600	old	1	False	1	1	1	0.132081
TRD	Pbre1_03G190600	old	1	False	0	0	0	0.157023
TD	Pbre1_07G333600	old	1	False	0	0	0	0.282901
TRD	Pbre1_05G074800	old	1	False	0	0	1	0.434835
PD	Pbre1_08G161400	old	1	False	0	1	0	0.13021
TRD	Pbre1_12G191400	old	1	False	0	0	0	0.18463
PD	Pbre1_08G161800	old	1	False	0	0	0	0.233388
TD	Pbre1_05G022000	old	1	False	0	1	0	0.124546
TD	Pbre1_15G233800	old	2	False	0	0	0	0.17572
TRD	Pbre1_13G488400	old	1	False	0	0	0	0.423275
TRD	Pbre1_03G081400	old	1	False	0	1	0	0.161234
PD	Pbre1_03G016200	old	1	False	0	1	0	0.137137
TD	Pbre1_06G317200	old	1	False	0	0	0	0.381778
TRD	Pbre1_02G484400	old	1	False	0	1	0	0.198562
PD	Pbre1_13G010400	old	1	False	1	1	0	0.294631
TD	Pbre1_04G281200	old	1	False	1	1	1	0.124482
TRD	Pbre1_07G407600	old	1	False	0	0	0	0.313916
TRD	Pbre1_15G320000	old	2	False	0	0	0	0.39271
PD	Pbre1_17G287000	old	1	False	0	0	1	0.180384
PD	Pbre1_09G451000	old	1	False	1	1	1	0.155339
TRD	Pbre1_04G381200	old	1	False	0	1	1	0.179616
TD	Pbre1_01G128000	old	2	False	1	0	0	0.276642
PD	Pbre1_11G399800	old	1	False	0	1	0	0.215452
TRD	Pbre1_07G443200	old	1	False	0	0	0	0.170291
PD	Pbre1_11G358600	old	1	False	0	1	1	0.268604
TRD	Pbre1_14G109200	old	1	False	0	0	0	0.291333
TRD	Pbre1_08G004200	old	1	False	0	0	1	0.139598
TRD	Pbre1_02G460800	old	1	False	0	0	0	0.132135
TRD	Pbre1_16G408600	old	1	False	0	0	0	0.22779
TRD	Pbre1_14G443200	old	1	False	0	0	0	0.353408
TRD	Pbre1_16G193600	old	1	False	0	0	0	0.267218
TD	Pbre1_09G306200	old	2	False	0	0	0	0.246194
PD	Pbre1_06G344000	old	1	False	1	1	1	0.132173
PD	Pbre1_10G579200	old	1	False	0	1	0	0.166602
TRD	Pbre1_01G060200	old	1	False	0	0	0	0.158123
TD	Pbre1_17G138400	old	1	False	1	1	1	0.112833
TRD	Pbre1_02G098200	old	1	False	0	0	0	0.13627
TRD	Pbre1_14G107200	old	1	False	0	0	0	0.163807
TD	Pbre1_05G047200	old	1	False	1	1	1	0.118097
TD	Pbre1_16G341400	old	1	False	1	1	0	0.195648
TRD	Pbre1_17G125400	old	1	False	0	0	0	0.234147
PD	Pbre1_14G307600	old	1	False	1	1	1	0.348322
TRD	Pbre1_16G026600	old	1	False	0	1	0	0.131338
PD	Pbre1_14G057200	old	1	False	0	0	0	0.393045
PD	Pbre1_03G198000	old	1	False	0	0	1	0.343434
TD	Pbre1_02G456000	old	1	False	0	0	0	0.429569
TRD	Pbre1_16G016800	old	1	False	0	1	1	0.250074
PD	Pbre1_17G415600	old	1	False	1	1	0	0.335776
PD	Pbre1_14G107800	old	1	False	1	1	1	0.148686
TRD	Pbre1_15G337800	old	1	False	0	1	0	0.134283
PD	Pbre1_17G083600	old	1	False	0	0	0	0.165954
TD	Pbre1_01G260400	old	1	False	1	1	1	0.117277
TD	Pbre1_04G108600	old	1	False	1	1	1	0.124239
TRD	Pbre1_07G258400	old	1	False	0	1	0	0.129603
PD	Pbre1_02G458400	old	1	False	0	1	1	0.43655
TD	Pbre1_06G222400	old	1	False	1	1	1	0.138975
TRD	Pbre1_15G715600	old	1	False	0	0	0	0.120478
TRD	Pbre1_06G269200	old	1	False	0	1	0	0.349054
PD	Pbre1_02G200600	old	1	False	1	1	1	0.19697
PD	Pbre1_08G202400	old	1	False	1	0	1	0.212401
TRD	Pbre1_09G451800	old	1	False	0	0	0	0.404671
TRD	Pbre1_10G116400	old	1	False	0	0	0	0.455781
TRD	Pbre1_10G282600	old	1	False	0	0	0	0.263071
TRD	Pbre1_07G051400	old	1	False	0	1	1	0.187216
TRD	Pbre1_03G239000	old	1	False	0	0	0	0.121187
TD	Pbre1_08G112200	old	1	False	1	1	1	0.112322
TRD	Pbre1_11G524600	old	1	False	0	1	0	0.169882
TD	Pbre1_07G061400	old	2	False	0	1	0	0.139059
PD	Pbre1_11G441200	old	1	False	0	0	0	0.163251
PD	Pbre1_16G112400	old	1	False	0	0	1	0.221177
PD	Pbre1_10G537200	old	1	False	0	0	0	0.417615
TRD	Pbre1_17G490200	old	1	False	0	0	0	0.175843
TRD	Pbre1_09G374600	old	1	False	0	0	0	0.212473
TD	Pbre1_13G479200	old	1	False	1	1	1	0.17881
TD	Pbre1_08G109200	old	2	False	0	0	0	0.300227
TRD	Pbre1_14G320600	old	1	False	0	0	0	0.115047
TRD	Pbre1_07G075600	old	1	False	0	0	0	0.148263
TRD	Pbre1_02G491000	old	1	False	0	0	0	0.201627
TRD	Pbre1_14G033000	old	1	False	0	1	0	0.197281
TD	Pbre1_16G390800	old	2	False	0	0	0	0.27242
TRD	Pbre1_05G060200	old	1	False	0	0	0	0.196489
TRD	Pbre1_07G291000	old	1	False	0	0	0	0.160405
