duplication_type	parent	child	ancestor	TPC_Ks	TPCA_Ks	tPC_ratio	CLOUD_class	prob_Conservation	prob_Neofunctionalization_Parent	prob_Neofunctionalization_Child	prob_Subfunctionalization	prob_Specialization
TD	Pbre1_10G417000	Pbre1_10G417200	Prupe.4G101600.1	0.294631	0.581903	0.5063232188182567	Subfunctionalization	0.4775807343781559	0.00485007499311036	0.02330386605930011	0.49391615661760624	0.0003491679518273787
TD	Pbre1_10G420600	Pbre1_10G420800	Prupe.4G096600.1	0.0109703	0.450145	0.02437059169823057	Subfunctionalization	0.0027364075130026566	1.4541485773225174e-06	0.00033978986712997656	0.9968881069804145	3.42414908755557e-05
TD	Pbre1_10G436800	Pbre1_10G437000	Prupe.4G086300.1	0.0750201	0.367923	0.20390163159139277	Subfunctionalization	0.35380564583623125	0.0031555764314723303	0.001490141902721158	0.6409847082512714	0.0005639275783038315
TD	Pbre1_10G437200	Pbre1_10G437400	Prupe.4G086200.1	0.877269	0.655446	1.3384306258639156	Specialization	0.34151644229600475	0.0012313714251088468	0.040811474177815124	0.000760171353635794	0.6156805407474354
TD	Pbre1_10G460200	Pbre1_10G460400	Prupe.4G073000.1	0.138674	0.440756	0.3146275944059752	Subfunctionalization	0.004849704557065663	2.2641976886226475e-05	0.00043156312797657637	0.9946955975092622	4.928288095615165e-07
TD	Pbre1_10G465400	Pbre1_10G465600	Prupe.4G070300.1	0.350887	0.748368	0.4688695935689393	Neofunctionalization(Child)	0.20599147745471025	3.2331932169741915e-05	0.7938843429246174	6.875818845007353e-05	2.308950005270804e-05
TD	Pbre1_10G482600	Pbre1_10G482800	Prupe.4G059600.1	0.00770499	0.619537	0.01243669062541866	Specialization	9.112257828962577e-06	0.013612643780198077	1.1987905923497723e-06	0.0002041080940343835	0.9861729370773463
TD	Pbre1_10G488200	Pbre1_10G488400	Prupe.4G056800.1	0.101908	0.385938	0.2640527753162425	Specialization	0.15803318440577477	0.07486589858679032	0.09047561252360702	0.10000102242200236	0.5766242820618256
TD	Pbre1_10G569800	Pbre1_10G570000	Prupe.4G013200.1	0.257316	1.34429	0.19141405500301273	Specialization	0.4505083628162328	0.001177859450453156	0.002105325347106493	0.00018802039886310734	0.5460204319873445
TD	Pbre1_10G578400	Pbre1_10G578600	Prupe.4G009400.1	0.103691	0.397553	0.26082308522385694	Conservation	0.7138383088675591	0.030480365131238384	0.004768017204691911	0.2509132771812785	3.161523220924403e-08
TD	Pbre1_11G007400	Pbre1_11G007600	Prupe.6G003900.1	1.73645	1.70892	1.0161095896823724	Conservation	0.9449963201730387	0.00016061090944558936	0.05031540482357536	0.004436758384561528	9.090570937911015e-05
TD	Pbre1_11G010800	Pbre1_11G011000	Prupe.6G005300.1	0.0446799	0.390372	0.11445467400325844	Conservation	0.9919967146499868	0.006619738478194679	0.0006477744242335872	0.00010799380979993663	0.0006277786377851393
TD	Pbre1_11G027400	Pbre1_11G027600	Prupe.6G015500.1	0.0427633	0.973367	0.04393337764686906	Neofunctionalization(Child)	0.4593472349696219	0.00010910951646341126	0.540170675109313	0.00036638255572871636	6.597848873007319e-06
TD	Pbre1_11G032800	Pbre1_11G033000	Prupe.6G017800.1	0.085284	0.4355	0.1958300803673938	Conservation	0.9893571630798303	0.004605458113232087	0.005695067442140552	4.678653246967625e-06	0.0003376327115501562
TD	Pbre1_11G043600	Pbre1_11G043800	Prupe.6G023300.1	0.155299	0.328626	0.4725706426150092	Subfunctionalization	0.00028954334742915024	4.561697058911666e-09	6.366255206919746e-05	0.9996467840996889	5.439115807030346e-09
TD	Pbre1_11G051800	Pbre1_11G052000	Prupe.6G027100.1	0.0683826	0.426709	0.1602558183680213	Conservation	0.9906568719497217	0.00015260614459017792	0.004058810553237758	0.005130343740308359	1.367612142081629e-06
TD	Pbre1_11G093600	Pbre1_11G093800	Prupe.6G051500.1	3.06068	3.09051	0.9903478713869232	Specialization	0.32177327591470306	0.009777832916759632	0.0038768897119753295	4.477513104656325e-07	0.6645715537052514
TD	Pbre1_11G096000	Pbre1_11G096200	Prupe.6G052800.1	0.0728916	0.599116	0.12166525347345089	Specialization	0.03751110123576321	0.05011917305201187	0.001166343355198985	1.4390716054829415e-06	0.9112019432854204
TD	Pbre1_11G096400	Pbre1_11G096600	Prupe.6G053100.1	0.048024	0.379818	0.12643950523671862	Subfunctionalization	0.13005686710097838	0.0008658696604017736	6.25955852171085e-05	0.8689852574563973	2.941019700528902e-05
TD	Pbre1_11G107400	Pbre1_11G107600	Prupe.6G057300.1	0.0635101	1.94188	0.0327054709868787	Subfunctionalization	0.23393901651897883	0.1042348136579945	0.0021142694043404285	0.659598571435275	0.00011332898341124433
TD	Pbre1_11G117800	Pbre1_11G117600	Prupe.6G061000.1	0.137193	0.282146	0.4862482544498239	Subfunctionalization	0.00794254204523707	0.00592945710998658	0.0030889870757243865	0.837126177780062	0.14591283598898988
TD	Pbre1_11G130400	Pbre1_11G130600	Prupe.6G066900.1	0.136213	0.951472	0.1431602821733062	Specialization	4.034024906402616e-05	1.8348775300233534e-07	5.631901574784875e-07	3.383545314021875e-07	0.999958574718494
TD	Pbre1_11G144200	Pbre1_11G144400	Prupe.6G073400.1	0.474719	0.355296	1.3361225569665856	Subfunctionalization	0.0051893665877489805	3.282531837073922e-06	0.007703973768673372	0.9870896607300462	1.3716381694435204e-05
TD	Pbre1_11G153200	Pbre1_11G153400	Prupe.6G077800.1	0.332956	1.52401	0.2184736320627817	Subfunctionalization	0.001464632278373398	1.8698208859528835e-07	0.00022118925409536476	0.9983009077447776	1.3083740664941407e-05
TD	Pbre1_11G159200	Pbre1_11G159400	Prupe.6G081000.1	0.370421	0.361927	1.0234688210606007	Subfunctionalization	0.09960657460921234	0.012841115665429982	0.010294782074996133	0.6124111874408869	0.26484634020947473
TD	Pbre1_11G168800	Pbre1_11G169000	Prupe.6G086200.1	0.103463	0.848634	0.12191710442900001	Specialization	0.2064029424275944	0.0010166571959889857	0.016227123393555958	0.0032269222196209353	0.7731263547632398
TD	Pbre1_11G177800	Pbre1_11G178000	Prupe.6G089500.1	0.225213	0.358663	0.6279237055397406	Neofunctionalization(Child)	0.45904448454828894	0.002822544643143211	0.537938180465462	1.91964526610476e-05	0.00017559389044478248
TD	Pbre1_11G181200	Pbre1_11G181400	Prupe.6G090700.1	0.274813	0.199748	1.375798506117708	Conservation	0.3819675719717857	0.0006748501870138975	0.28106539667187275	0.33616609522721935	0.00012608594210828525
TD	Pbre1_11G183800	Pbre1_11G184000	Prupe.6G091800.1	0.113591	0.348325	0.32610636618100913	Conservation	0.9972474126889338	0.0007892983221449697	0.0019295346213567518	2.5717689018015594e-05	8.036678546332533e-06
TD	Pbre1_11G187200	Pbre1_11G187400	Prupe.6G093100.1	0.538799	1.20728	0.4462916639056392	Neofunctionalization(Parent)	0.0003608598848261291	0.9909299062898315	9.950974192634774e-10	0.008707220544020504	2.0122862245068368e-06
TD	Pbre1_11G189800	Pbre1_11G190000	Prupe.6G094200.1	0.76869	0.51183	1.5018463161596622	Conservation	0.8488528828500639	0.12033789952517542	1.189524353769079e-07	0.0018221909112688568	0.02898690776105639
TD	Pbre1_11G225600	Pbre1_11G225800	Prupe.6G115100.1	0.117559	0.488571	0.24061804732577252	Specialization	2.2092219970204495e-06	2.621098823885763e-10	0.13782552283312843	0.03344215311212121	0.8287301145706435
TD	Pbre1_11G226400	Pbre1_11G226600	Prupe.6G115400.1	2.39345	1.32757	1.80288045074836	Subfunctionalization	0.002647759317091504	7.954877793510237e-09	0.3095674645819824	0.6248484724073042	0.06293629573874407
TD	Pbre1_11G271200	Pbre1_11G271400	Prupe.6G149100.1	0.106545	0.416942	0.25553913973646214	Neofunctionalization(Parent)	0.23580169385792699	0.7600908649773351	0.0001367212643874476	0.0038443033316315355	0.0001264165687188945
TD	Pbre1_11G351800	Pbre1_11G352000	Prupe.4G215500.1	0.198041	0.648369	0.30544489326294133	Conservation	0.999491057104987	0.0004022696378031537	1.0795416244567466e-06	0.00010461147706174512	9.82238523424494e-07
TD	Pbre1_11G368800	Pbre1_11G369000	Prupe.4G205600.1	0.178076	0.488239	0.3647312074619193	Conservation	0.7655867694916335	0.23306400278192305	2.0728089896227215e-11	0.001049511342743058	0.00029971636297231025
TD	Pbre1_11G390200	Pbre1_11G390400	Prupe.4G189400.1	0.843746	0.615923	1.369888768563603	Neofunctionalization(Child)	2.2221611099072895e-05	1.6271538685164873e-11	0.9985566720603963	0.001405867739016777	1.5238573216296727e-05
TD	Pbre1_11G396000	Pbre1_11G396200	Prupe.4G186400.1	0.820678	0.678382	1.2097579240015213	Neofunctionalization(Child)	3.327158433711514e-05	0.0004412073061803336	0.5381288898667397	0.435158166726114	0.02623846451662878
TD	Pbre1_11G408600	Pbre1_11G408800	Prupe.4G180600.1	0.159151	0.334391	0.4759428333896546	Subfunctionalization	6.853583700290406e-05	0.0005377722845671328	0.004934298622697748	0.9771672530215524	0.017292140234179885
TD	Pbre1_11G411200	Pbre1_11G411400	Prupe.4G178700.1	0.113206	0.314778	0.35963758585415756	Neofunctionalization(Parent)	4.801321840068762e-09	0.5368968304885418	5.019037588925635e-08	0.46283998878165145	0.0002631257381090557
TD	Pbre1_11G411600	Pbre1_11G411800	Prupe.4G178100.1	0.88248	0.489401	1.8031838921457048	Neofunctionalization(Parent)	0.009840399589282341	0.9894260476419269	7.251773540924669e-09	0.0007043753736742243	2.9170143342767154e-05
TD	Pbre1_11G448200	Pbre1_11G448400	Prupe.4G155400.1	0.0513031	0.273277	0.18773295959777075	Subfunctionalization	0.08088921606026811	6.783260357305305e-05	0.009010858852615891	0.9087690691165042	0.0012630233670387846
TD	Pbre1_11G495600	Pbre1_11G495800	Prupe.8G252000.1	2.23915	1.21208	1.8473615602930498	Neofunctionalization(Child)	9.175942819843568e-07	2.1816539084542558e-10	0.9999986262906572	4.5899326159141276e-08	4.099975692406665e-07
TD	Pbre1_11G507600	Pbre1_11G507800	Prupe.8G259000.1	0.0606024	0.333734	0.1815889301060126	Subfunctionalization	0.1050693150991819	0.0019164301337844516	0.3224521928073487	0.4622111963593444	0.10835086560034063
TD	Pbre1_11G509600	Pbre1_11G509800	Prupe.8G264900.1	0.0254787	0.40164	0.06343665969524948	Subfunctionalization	0.0010964620727441938	1.6240675999749928e-07	0.0005573252118337744	0.9859555039876395	0.012390546321022562
TD	Pbre1_12G008400	Pbre1_12G008600	Prupe.7G004600.1	0.134694	0.406312	0.33150386894800055	Neofunctionalization(Child)	0.00010045669929496944	2.9289126266490194e-06	0.998745433392958	0.0011511809908358987	4.284593473703262e-12
TD	Pbre1_12G013200	Pbre1_12G013400	Prupe.7G008300.1	0.173084	0.299191	0.578506706418308	Subfunctionalization	3.4233188403763546e-08	0.0008997195186597535	3.115687808028915e-10	0.9991002459364583	1.24991687329081e-13
TD	Pbre1_12G053800	Pbre1_12G054000	Prupe.7G102900.1	0.449324	1.00839	0.44558553734170314	Specialization	1.8846023121342369e-10	4.798130379730351e-17	0.07537042363419129	0.08108090552092756	0.8435486706564209
TD	Pbre1_12G055800	Pbre1_12G056000	Prupe.7G102000.1	0.0666596	0.457311	0.1457642610827205	Neofunctionalization(Child)	1.1932827068966028e-19	3.4549742898464184e-30	0.7387767218200265	0.027065526090192794	0.2341577520897807
TD	Pbre1_12G057400	Pbre1_12G057600	Prupe.7G101300.1	0.121651	0.415255	0.292954931307269	Conservation	0.9999644576527588	1.7119534751259826e-06	2.932071239775264e-05	4.329462952190729e-06	1.802184163771532e-07
TD	Pbre1_12G082800	Pbre1_12G083000	Prupe.7G087600.1	0.299772	0.226375	1.3242274986195472	Conservation	0.8203772600617215	0.00043432379251757936	0.17874447728259998	0.0004321448539065362	1.1794009254444422e-05
TD	Pbre1_12G104000	Pbre1_12G104200	Prupe.7G073300.1	0.054972	0.418164	0.1314603839641863	Neofunctionalization(Child)	0.0009605237945574056	0.0008184665493610148	0.996639950052768	0.0012929121392857552	0.0002881474640279983
TD	Pbre1_12G221600	Pbre1_12G221800	Prupe.6G245600.1	0.0935442	0.503102	0.1859348601277673	Subfunctionalization	0.04719463587444025	0.057497622944079056	0.0004097687038750801	0.5767861908969862	0.3181117815806193
TD	Pbre1_12G258600	Pbre1_12G258400	Prupe.6G263100.1	1.54155	0.812631	1.8969864551069304	Neofunctionalization(Parent)	1.338425535228494e-05	0.9999799116351067	5.92464644462313e-14	6.2455514014111474e-06	4.585580804762513e-07
TD	Pbre1_12G266000	Pbre1_12G266200	Prupe.6G267800.1	0.976404	1.64171	0.5947481589318455	Conservation	0.9973512362527768	0.0001240599260079068	0.00048269112028942284	0.0018813618019928504	0.00016065089893289763
TD	Pbre1_12G282800	Pbre1_12G283000	Prupe.6G277900.1	0.744487	0.470412	1.5826275690245997	Neofunctionalization(Child)	0.22302890527158245	6.093275680785509e-08	0.7767574466995549	2.5998559473525072e-05	0.00018758853663239174
TD	Pbre1_12G294600	Pbre1_12G294800	Prupe.6G282800.1	0.150119	0.723314	0.2075433352596521	Conservation	0.9969262662061948	0.002328110279605941	0.0005394915698746158	0.0001617108942295565	4.442105009503216e-05
TD	Pbre1_12G305800	Pbre1_12G306000	Prupe.6G288100.1	0.0693155	0.303234	0.22858749348687812	Subfunctionalization	0.02775926775867277	0.004229415259917216	0.14040061446957963	0.7517572151781171	0.07585348733371322
TD	Pbre1_12G331200	Pbre1_12G331400	Prupe.6G303600.1	0.0466336	0.543343	0.08582718466972059	Neofunctionalization(Child)	0.0006634283749447775	3.559350045198493e-07	0.9980889184578293	0.001030765252894169	0.00021653197932742255
TD	Pbre1_12G341600	Pbre1_12G341800	Prupe.6G310800.1	1.40801	1.86243	0.7560069371734777	Neofunctionalization(Child)	0.0019362011869227072	8.170954993152007e-06	0.746217216413453	0.2326789435685516	0.019159467876079694
TD	Pbre1_12G359200	Pbre1_12G359400	Prupe.6G322000.1	1.58473	0.914816	1.7322937071498532	Neofunctionalization(Parent)	0.004161078609448219	0.9951887826614079	0.0002183366248635282	8.955474955912904e-05	0.0003422473547213676
TD	Pbre1_12G368600	Pbre1_12G368800	Prupe.6G327000.1	1.48695	0.45342	3.279409818711129	Conservation	0.9105825474890863	0.08555620105922018	1.0642341327623495e-08	0.0031402546685429813	0.0007209861408090635
TD	Pbre1_12G370000	Pbre1_12G370200	Prupe.6G327700.1	0.0949668	0.336075	0.2825762106672618	Subfunctionalization	0.02479071741912945	0.044462981649052206	0.0002118354899190451	0.9253731839910015	0.005161281450897721
TD	Pbre1_12G378400	Pbre1_12G378600	Prupe.6G332600.1	0.228746	0.372483	0.6141112480301114	Subfunctionalization	0.05036190889808486	0.0011626725835751689	9.547756337419211e-05	0.9441620372924479	0.004217903662517745
TD	Pbre1_12G379800	Pbre1_12G380000	Prupe.6G333400.1	0.0718505	0.601068	0.11953805559437533	Neofunctionalization(Parent)	2.4390690271053735e-06	0.9999641756202965	2.5088582660490757e-13	3.224050077778893e-05	1.1448096475354078e-06
TD	Pbre1_12G397000	Pbre1_12G397200	Prupe.6G341900.1	0.372224	0.762989	0.48784975930190344	Subfunctionalization	5.906750520660941e-07	6.382145837259918e-14	0.03563718357758806	0.9623414621793107	0.002020763567985304
TD	Pbre1_12G420400	Pbre1_12G420600	Prupe.6G355800.1	0.55197	0.331898	1.6630711845205453	Subfunctionalization	0.011028125731871187	0.07587917790295323	0.00019451726677184087	0.9093839705415053	0.0035142085568984362
TD	Pbre1_12G434000	Pbre1_12G434200	Prupe.6G362400.1	0.272195	0.639069	0.425924274217651	Neofunctionalization(Parent)	0.007910620807204357	0.9295043974270009	2.6947655760972766e-05	0.06223771032433609	0.0003203237856975327
TD	Pbre1_13G019800	Pbre1_13G019600	Prupe.1G341600.1	0.204574	1.87469	0.1091241751969659	Subfunctionalization	0.008289264227069873	0.0014420661227979126	0.07969284049157557	0.8810552127402438	0.02952061641831273
TD	Pbre1_13G035800	Pbre1_13G036000	Prupe.1G331900.1	0.0294466	0.598301	0.04921703289815661	Neofunctionalization(Child)	0.10527503366644282	5.828842403848959e-06	0.893866096748306	0.00037573793883533446	0.0004773028040121329
TD	Pbre1_13G038600	Pbre1_13G038800	Prupe.1G330900.1	1.59371	1.31793	1.209252388214852	Conservation	0.6561380329101667	0.0040086979039135355	0.0015567644711996526	0.3205270116818858	0.01776949303283419
TD	Pbre1_13G048800	Pbre1_13G049000	Prupe.1G323200.1	0.175439	0.682876	0.25691194301747317	Neofunctionalization(Child)	2.3288768859312663e-06	9.63969300293738e-10	0.999755717864655	4.440017949185368e-06	0.00023751227654054808
TD	Pbre1_13G062000	Pbre1_13G062200	Prupe.1G315000.1	0.0737177	0.671404	0.10979633722766025	Subfunctionalization	0.13142311159001183	0.1305848171105895	0.02168625689279418	0.7163016184320044	4.195974600096812e-06
TD	Pbre1_13G070600	Pbre1_13G070800	Prupe.1G310300.1	0.0400604	0.532473	0.0752346128348292	Subfunctionalization	0.00656324719255862	0.013877466838832396	0.00010685986611026295	0.979441453330003	1.0972772495646131e-05
TD	Pbre1_13G073200	Pbre1_13G073400	Prupe.1G309300.1	0.14004	0.510596	0.27426771850934983	Conservation	0.721638290645194	0.0004040313269101879	0.27670841398247015	0.0011706255080448716	7.863853738086018e-05
TD	Pbre1_13G088200	Pbre1_13G088400	Prupe.1G301000.1	0.164952	0.901665	0.18294155811748264	Subfunctionalization	1.2354999768437419e-08	5.424049343068347e-08	1.2914519964450107e-10	0.9999999332750853	2.7631675775343603e-13
TD	Pbre1_13G125600	Pbre1_13G125800	Prupe.1G275100.1	0.0474055	0.590106	0.08033387221956734	Conservation	0.9784582258581658	0.015174779301997208	0.0026233832979178913	0.002740327869044038	0.0010032836728750254
TD	Pbre1_13G133800	Pbre1_13G134000	Prupe.1G269400.1	0.591431	0.521491	1.1341154497393051	Subfunctionalization	0.024549912814887637	0.0053019274631062934	0.00011804557737896346	0.9529870474241775	0.017043066720449605
TD	Pbre1_13G139400	Pbre1_13G139600	Prupe.1G265600.1	0.126054	0.415226	0.3035792556342811	Conservation	0.37517785046920676	0.01752235628622018	0.33579619392202725	0.05005951622550342	0.22144408309704244
TD	Pbre1_13G159200	Pbre1_13G159400	Prupe.1G253400.1	0.168231	0.706103	0.23825277615305412	Conservation	0.48097435777439745	0.46513156797432836	0.00314425134839053	0.050749822857372805	4.551086390588355e-11
TD	Pbre1_13G160400	Pbre1_13G160600	Prupe.1G252800.1	0.555455	1.48762	0.3733850042349525	Conservation	0.9847266668132554	0.0014269458704936147	0.0027472325410153675	0.002005245942633033	0.009093908832602906
TD	Pbre1_13G169200	Pbre1_13G169400	Prupe.1G247700.1	0.126432	0.656844	0.1924840601421342	Conservation	0.48063403831617507	0.0291588261226345	0.0012777821894548326	0.2984237173299516	0.19050563604178394
TD	Pbre1_13G170600	Pbre1_13G170800	Prupe.1G247000.1	0.274624	0.349582	0.7855782048274796	Subfunctionalization	0.1013937253504962	0.0029760336895071136	0.0033013638105983535	0.892325863769521	3.0133798771883195e-06
TD	Pbre1_13G179800	Pbre1_13G180000	Prupe.1G241800.1	0.317107	0.470048	0.6746268466199197	Conservation	0.8327044963876876	0.00459411581890317	0.006598123994326812	0.15610325334395642	1.0455125897641037e-08
TD	Pbre1_13G213600	Pbre1_13G213800	Prupe.1G221200.1	0.0678556	0.827026	0.08204772280436165	Subfunctionalization	6.26668200128953e-06	1.085585751473354e-07	1.4220705279011876e-06	0.9999921787566336	2.3932261982875028e-08
TD	Pbre1_13G223000	Pbre1_13G223200	Prupe.1G215000.1	0.124151	0.412364	0.3010713835349351	Subfunctionalization	0.002950799143073517	0.005552113198902606	0.0015204484794010618	0.9898365761328624	0.00014006304576042554
TD	Pbre1_13G236200	Pbre1_13G236400	Prupe.1G207900.1	0.673172	1.23226	0.5462905555645724	Conservation	0.4494784665530961	0.0018602472022733445	0.11668730107275066	0.41784528026262585	0.014128704909254044
TD	Pbre1_13G252600	Pbre1_13G252800	Prupe.1G113100.1	0.0629763	0.556822	0.1130995183379967	Subfunctionalization	0.00030423550759730526	2.8855090212592583e-06	2.7169919827584387e-05	0.9996434637257791	2.2245337774696547e-05
TD	Pbre1_13G264000	Pbre1_13G264200	Prupe.1G122600.1	3.63594	0.429791	8.459786268209433	Conservation	0.9999994316601503	9.866664001757303e-13	5.636308113031067e-07	4.692036851535267e-09	1.6014916126291725e-11
TD	Pbre1_13G272400	Pbre1_13G272600	Prupe.1G129400.1	0.0352086	0.307533	0.11448722576113783	Conservation	0.9999964242483006	2.1834986236309732e-09	1.0337531489918197e-06	2.0695640599599588e-06	4.7025099175991165e-07
TD	Pbre1_13G409200	Pbre1_13G409400	Prupe.1G075600.1	0.0274284	0.545492	0.05028194730628497	Subfunctionalization	7.902005407426728e-14	8.375292986426524e-19	1.6551448902021371e-15	0.9999999999999036	1.5782608522681197e-14
TD	Pbre1_13G435600	Pbre1_13G435800	Prupe.1G092000.1	0.0320236	0.495771	0.0645935320944549	Subfunctionalization	4.334579704908191e-21	1.036234130388272e-25	1.0441872559724235e-22	1.0	1.9166879112026882e-20
TD	Pbre1_13G486000	Pbre1_13G486200	Prupe.1G002900.1	0.245787	1.23481	0.19904843660158245	Neofunctionalization(Parent)	0.09837187857640434	0.626641322669915	0.00023268831628741566	0.004112267234330395	0.2706418432030628
TD	Pbre1_14G030400	Pbre1_14G030600	Prupe.7G115200.1	0.0715637	0.430192	0.16635293078439392	Conservation	0.8021479138610664	0.1951908895065335	2.526999210313764e-06	0.002628234673550873	3.043495963895755e-05
TD	Pbre1_14G036800	Pbre1_14G037000	Prupe.7G112400.1	0.191773	0.3651	0.5252615721720076	Subfunctionalization	0.00418923548613917	0.0004205000814147219	0.0006475855504665112	0.9947374822897159	5.196592263810565e-06
TD	Pbre1_14G051200	Pbre1_14G051400	Prupe.7G102600.1	0.521774	0.238987	2.1832735671814785	Conservation	0.7982023070302551	0.00553990680989549	0.09743380108708065	0.09880743820693885	1.654686582986133e-05
TD	Pbre1_14G052400	Pbre1_14G052600	Prupe.7G102000.1	0.124894	0.452112	0.2762457090278515	Subfunctionalization	0.40338560059100653	0.014487509838032271	0.049287774258084276	0.5301704322373644	0.0026686830755124824
TD	Pbre1_14G080600	Pbre1_14G080800	Prupe.7G087600.1	1.10269	0.225992	4.879332011752628	Subfunctionalization	0.00994889263705212	1.1491572935391508e-05	2.4997309227868573e-05	0.9900146184437819	3.700267008754722e-11
TD	Pbre1_14G097600	Pbre1_14G097800	Prupe.7G078000.1	2.64185	0.366011	7.2179524659094945	Subfunctionalization	0.003045405298877824	8.290404815400799e-06	1.3312928411677193e-05	0.9969304534560457	2.5379118493073023e-06
TD	Pbre1_14G099800	Pbre1_14G100000	Prupe.7G081300.1	0.114645	1.10766	0.10350197714099993	Conservation	0.979439125216156	0.0016590364327061578	0.01669158272923218	0.002207235832221295	3.0197896845764315e-06
TD	Pbre1_14G128200	Pbre1_14G128400	Prupe.7G055600.1	1.05308	0.672362	1.5662396149693172	Conservation	0.5117362564590608	0.00018906368281859588	0.3777929042791373	0.0915846178148669	0.018697157764116405
TD	Pbre1_14G133800	Pbre1_14G134000	Prupe.7G054200.1	0.143822	0.262749	0.5473741098919501	Conservation	0.8226787353179792	0.00015419053904467707	0.002018165840313219	0.1708719811943908	0.004276927108272088
TD	Pbre1_14G136000	Pbre1_14G136200	Prupe.7G053100.1	0.227775	0.534613	0.4260558572275646	Specialization	0.44318101066300586	0.0216294680061051	0.01335430258508961	0.0005075176912949499	0.5213277010545044
TD	Pbre1_14G169200	Pbre1_14G169400	Prupe.7G022800.1	0.159192	0.38899	0.40924445358492506	Conservation	0.4787024549572631	0.0758104829837174	0.3200151073916376	0.021768947892028278	0.10370300677535361
TD	Pbre1_14G201400	Pbre1_14G201600	Prupe.5G104100.1	0.0421978	0.631329	0.06683963511893165	Conservation	0.6758440592491416	0.0197654411936425	0.008841418087653126	0.04940715976187223	0.24614192170769053
TD	Pbre1_14G209800	Pbre1_14G210000	Prupe.5G107100.1	0.166464	0.320984	0.5186052887371333	Conservation	0.8538403094826427	0.004505670592105408	0.0023478292783364924	0.13717988553397106	0.00212630511294419
TD	Pbre1_14G240000	Pbre1_14G240200	Prupe.5G125500.1	0.401741	0.397609	1.010392118890669	Conservation	0.7282685215645113	0.02410266038971001	0.006738176962583005	0.23045572197381073	0.010434919109385097
TD	Pbre1_14G244800	Pbre1_14G245000	Prupe.5G127200.1	0.11691	0.450112	0.25973535475614956	Specialization	0.13927474022158082	0.01787321829992897	0.014548185284473526	3.401549942084599e-10	0.8283038558538618
TD	Pbre1_14G260400	Pbre1_14G260600	Prupe.5G134500.1	0.156966	0.534493	0.29367269543286817	Conservation	0.5795023953299782	0.0012395676314662669	0.009644585631391745	0.036459073753081356	0.3731543776540826
TD	Pbre1_14G264200	Pbre1_14G264400	Prupe.5G137400.1	0.118288	0.532267	0.22223432976307003	Subfunctionalization	6.29647273621797e-05	3.30777557011805e-07	0.0001221702423327761	0.9998143566629283	1.7758981969555344e-07
TD	Pbre1_14G268200	Pbre1_14G268400	Prupe.5G139900.1	0.673633	0.399793	1.6849544639350864	Conservation	0.9811154165158508	3.053218055882077e-05	0.015608104147194152	0.003228739047470848	1.720810892543926e-05
TD	Pbre1_14G294400	Pbre1_14G294600	Prupe.5G153200.1	0.0616353	0.472621	0.13041168293410577	Specialization	0.006632653115214623	0.0004988114308267769	0.0006402579711008898	0.000297511283748916	0.9919307661991089
TD	Pbre1_14G303200	Pbre1_14G303400	Prupe.5G158100.1	0.276674	0.456188	0.6064911834594509	Subfunctionalization	0.296812230016499	0.0004026909928395538	0.17716220302978886	0.5255045146313078	0.0001183613295648437
TD	Pbre1_14G311000	Pbre1_14G311200	Prupe.5G163200.1	0.0444943	4.29163	0.01036769246183851	Conservation	0.6344687822291859	0.0016278598510896366	0.36372982812941207	2.230150248724334e-05	0.0001512282878251356
TD	Pbre1_14G332200	Pbre1_14G332400	Prupe.5G172600.1	0.255864	0.564239	0.45346741363145754	Neofunctionalization(Parent)	4.090314008399585e-06	0.9784219848043803	2.2758883019143345e-09	0.0010784176831305046	0.020495504922592493
TD	Pbre1_14G333800	Pbre1_14G334000	Prupe.5G173700.1	0.153762	0.672607	0.22860600618191607	Specialization	0.005428841166740389	0.09831046555157806	0.0012153876959237616	0.36466323232247366	0.5303820732632841
TD	Pbre1_14G334800	Pbre1_14G335000	Prupe.5G174200.1	0.166832	0.404991	0.4119400184201625	Neofunctionalization(Parent)	0.34742207732755714	0.6522972056803157	2.372993160295446e-10	0.00018395365313416618	9.676310169364933e-05
TD	Pbre1_14G354600	Pbre1_14G354800	Prupe.5G185400.1	0.110879	0.612139	0.18113369675841598	Subfunctionalization	0.20968327642631632	0.29235358365533315	0.0020382646596783915	0.4915636715095122	0.004361203749159837
TD	Pbre1_14G371200	Pbre1_14G371400	Prupe.5G195600.1	0.0390445	0.442232	0.08828963078203296	Neofunctionalization(Child)	0.09941030637089401	0.009592256721230995	0.49889388251762484	0.38952288683841113	0.0025806675518390814
TD	Pbre1_14G373000	Pbre1_14G373200	Prupe.5G197500.1	0.154894	0.370829	0.41769656634189883	Conservation	0.6002273594002977	0.00018852437781413507	0.20484232476543282	0.16695846300514117	0.027783328451314104
TD	Pbre1_14G380000	Pbre1_14G380200	Prupe.5G201200.1	0.0594544	0.427822	0.13896994544460078	Neofunctionalization(Parent)	0.07665917573037746	0.8816856751954252	3.628822199658999e-07	0.04165454922084756	2.3697112999845489e-07
TD	Pbre1_14G445200	Pbre1_14G445400	Prupe.5G240500.1	0.673609	0.679674	0.9910766043720961	Neofunctionalization(Parent)	0.4033822635336304	0.551002169880656	0.0011924104092487708	0.03922955068533822	0.005193605491126521
