chrom	start	end	size_kb	sample
Chr06	230000	400000	170.0	rep1
Chr06	400000	670000	270.0	rep1
Chr06	670000	810000	140.0	rep1
Chr06	810000	860000	50.0	rep1
Chr06	860000	940000	80.0	rep1
Chr06	940000	1140000	200.0	rep1
Chr06	1140000	1200000	60.0	rep1
Chr06	1200000	1270000	70.0	rep1
Chr06	1270000	1370000	100.0	rep1
Chr06	1370000	1470000	100.0	rep1
Chr06	1470000	1670000	200.0	rep1
Chr06	1670000	1730000	60.0	rep1
Chr06	1730000	2460000	730.0	rep1
Chr06	2460000	2840000	380.0	rep1
Chr06	2840000	3010000	170.0	rep1
Chr06	3010000	3140000	130.0	rep1
Chr06	3140000	3210000	70.0	rep1
Chr06	3210000	3270000	60.0	rep1
Chr06	3270000	3470000	200.0	rep1
Chr06	3470000	3540000	70.0	rep1
Chr06	3540000	3720000	180.0	rep1
Chr06	3720000	3830000	110.0	rep1
Chr06	3830000	3890000	60.0	rep1
Chr06	3890000	3940000	50.0	rep1
Chr06	3940000	4080000	140.0	rep1
Chr06	4080000	4140000	60.0	rep1
Chr06	4140000	4180000	40.0	rep1
Chr06	4180000	4840000	660.0	rep1
Chr06	4840000	4890000	50.0	rep1
Chr06	4890000	5030000	140.0	rep1
Chr06	5030000	5270000	240.0	rep1
Chr06	5270000	5480000	210.0	rep1
Chr06	5480000	5560000	80.0	rep1
Chr06	5560000	5650000	90.0	rep1
Chr06	5650000	5770000	120.0	rep1
Chr06	5770000	5830000	60.0	rep1
Chr06	5830000	5930000	100.0	rep1
Chr06	5930000	6210000	280.0	rep1
Chr06	6210000	6390000	180.0	rep1
Chr06	6390000	6470000	80.0	rep1
Chr06	6470000	6570000	100.0	rep1
Chr06	6570000	6630000	60.0	rep1
Chr06	6630000	6740000	110.0	rep1
Chr06	6740000	6800000	60.0	rep1
Chr06	6800000	6910000	110.0	rep1
Chr06	6910000	7200000	290.0	rep1
Chr06	7200000	7520000	320.0	rep1
Chr06	7520000	7590000	70.0	rep1
Chr06	7590000	7700000	110.0	rep1
Chr06	7700000	7850000	150.0	rep1
Chr06	7850000	7930000	80.0	rep1
Chr06	7930000	7980000	50.0	rep1
Chr06	7980000	8090000	110.0	rep1
Chr06	8090000	8490000	400.0	rep1
Chr06	8490000	8570000	80.0	rep1
Chr06	8570000	8730000	160.0	rep1
Chr06	8730000	8760000	30.0	rep1
Chr06	8760000	8850000	90.0	rep1
Chr06	8850000	9340000	490.0	rep1
Chr06	9340000	9510000	170.0	rep1
Chr06	9510000	10150000	640.0	rep1
Chr06	10150000	10560000	410.0	rep1
Chr06	10560000	10910000	350.0	rep1
Chr06	10910000	10960000	50.0	rep1
Chr06	10960000	11030000	70.0	rep1
Chr06	11030000	11470000	440.0	rep1
Chr06	11470000	11810000	340.0	rep1
Chr06	11810000	12640000	830.0	rep1
Chr06	12640000	12750000	110.0	rep1
Chr06	12750000	13000000	250.0	rep1
Chr06	13000000	13050000	50.0	rep1
Chr06	13050000	13110000	60.0	rep1
Chr06	13110000	13230000	120.0	rep1
Chr06	13230000	13300000	70.0	rep1
Chr06	13300000	13370000	70.0	rep1
Chr06	13370000	13440000	70.0	rep1
Chr06	13440000	13560000	120.0	rep1
Chr06	13560000	13740000	180.0	rep1
Chr06	13740000	13780000	40.0	rep1
Chr06	13780000	13970000	190.0	rep1
Chr06	13970000	14060000	90.0	rep1
Chr06	14060000	14180000	120.0	rep1
Chr06	14180000	14350000	170.0	rep1
Chr06	14350000	14420000	70.0	rep1
Chr06	14420000	14470000	50.0	rep1
Chr06	14470000	14540000	70.0	rep1
Chr06	14540000	14670000	130.0	rep1
Chr06	14670000	14820000	150.0	rep1
Chr06	14820000	14890000	70.0	rep1
Chr06	14890000	15240000	350.0	rep1
Chr06	15240000	15450000	210.0	rep1
Chr06	15450000	15500000	50.0	rep1
Chr06	15500000	15560000	60.0	rep1
Chr06	15560000	15680000	120.0	rep1
Chr06	15680000	15740000	60.0	rep1
Chr06	15740000	15790000	50.0	rep1
Chr06	15790000	15890000	100.0	rep1
Chr06	15890000	16100000	210.0	rep1
Chr06	16100000	16200000	100.0	rep1
Chr06	16200000	16300000	100.0	rep1
Chr06	16300000	16360000	60.0	rep1
Chr06	16360000	16460000	100.0	rep1
Chr06	16460000	16560000	100.0	rep1
Chr06	16560000	16650000	90.0	rep1
Chr06	16650000	16800000	150.0	rep1
Chr06	16800000	17010000	210.0	rep1
Chr06	17010000	17100000	90.0	rep1
Chr06	17100000	17290000	190.0	rep1
Chr06	17290000	17380000	90.0	rep1
Chr06	17380000	17520000	140.0	rep1
Chr06	17520000	17580000	60.0	rep1
Chr06	17580000	17630000	50.0	rep1
Chr06	17630000	17800000	170.0	rep1
Chr06	17800000	17930000	130.0	rep1
Chr06	17930000	18110000	180.0	rep1
Chr06	18110000	18450000	340.0	rep1
Chr06	18450000	18530000	80.0	rep1
Chr06	18530000	18580000	50.0	rep1
Chr06	18580000	18670000	90.0	rep1
Chr06	18670000	18740000	70.0	rep1
Chr06	18740000	18780000	40.0	rep1
Chr06	18780000	18910000	130.0	rep1
Chr06	18910000	18980000	70.0	rep1
Chr06	18980000	19080000	100.0	rep1
Chr06	19080000	19150000	70.0	rep1
Chr06	19150000	19200000	50.0	rep1
Chr06	19200000	19260000	60.0	rep1
Chr06	19260000	19520000	260.0	rep1
Chr06	19520000	19590000	70.0	rep1
Chr06	19590000	19680000	90.0	rep1
Chr06	19680000	19750000	70.0	rep1
Chr06	19750000	19830000	80.0	rep1
Chr06	19830000	19960000	130.0	rep1
Chr06	19960000	20100000	140.0	rep1
Chr06	20100000	20240000	140.0	rep1
Chr06	20240000	20360000	120.0	rep1
Chr06	20360000	20440000	80.0	rep1
Chr06	20440000	20510000	70.0	rep1
Chr06	20510000	20760000	250.0	rep1
Chr06	20760000	21010000	250.0	rep1
Chr06	21010000	21060000	50.0	rep1
Chr06	21060000	21260000	200.0	rep1
Chr06	21260000	21410000	150.0	rep1
Chr06	21410000	21500000	90.0	rep1
Chr06	21500000	21600000	100.0	rep1
Chr06	21600000	21840000	240.0	rep1
Chr06	21840000	21960000	120.0	rep1
Chr06	21960000	22090000	130.0	rep1
Chr06	22090000	22140000	50.0	rep1
Chr06	22140000	22220000	80.0	rep1
Chr06	22220000	22440000	220.0	rep1
Chr06	22440000	22530000	90.0	rep1
Chr06	22530000	22600000	70.0	rep1
Chr06	22600000	22660000	60.0	rep1
Chr06	22660000	23220000	560.0	rep1
Chr06	23220000	23460000	240.0	rep1
Chr06	23460000	23880000	420.0	rep1
Chr06	23880000	23980000	100.0	rep1
Chr06	23980000	24130000	150.0	rep1
Chr06	24130000	24170000	40.0	rep1
Chr06	24170000	24230000	60.0	rep1
Chr06	24230000	24290000	60.0	rep1
Chr06	24290000	24390000	100.0	rep1
Chr06	24390000	24450000	60.0	rep1
Chr06	24450000	24580000	130.0	rep1
Chr06	24580000	24680000	100.0	rep1
Chr06	24680000	24780000	100.0	rep1
Chr06	24780000	24850000	70.0	rep1
Chr06	24850000	25430000	580.0	rep1
Chr06	25430000	25760000	330.0	rep1
Chr06	25760000	25980000	220.0	rep1
Chr06	25980000	26120000	140.0	rep1
Chr06	26120000	26220000	100.0	rep1
Chr06	26220000	26280000	60.0	rep1
Chr09	320000	370000	50.0	rep1
Chr09	370000	430000	60.0	rep1
Chr09	430000	790000	360.0	rep1
Chr09	790000	880000	90.0	rep1
Chr09	880000	960000	80.0	rep1
Chr09	960000	1160000	200.0	rep1
Chr09	1160000	1370000	210.0	rep1
Chr09	1370000	1580000	210.0	rep1
Chr09	1580000	1660000	80.0	rep1
Chr09	1660000	1750000	90.0	rep1
Chr09	1750000	1800000	50.0	rep1
Chr09	1800000	1900000	100.0	rep1
Chr09	1900000	2100000	200.0	rep1
Chr09	2100000	2210000	110.0	rep1
Chr09	2210000	2270000	60.0	rep1
Chr09	2270000	2730000	460.0	rep1
Chr09	2730000	3060000	330.0	rep1
Chr09	3060000	3140000	80.0	rep1
Chr09	3140000	3440000	300.0	rep1
Chr09	3440000	3530000	90.0	rep1
Chr09	3530000	3580000	50.0	rep1
Chr09	3580000	3740000	160.0	rep1
Chr09	3740000	4000000	260.0	rep1
Chr09	4000000	4220000	220.0	rep1
Chr09	4220000	4290000	70.0	rep1
Chr09	4290000	4430000	140.0	rep1
Chr09	4430000	4550000	120.0	rep1
Chr09	4550000	4590000	40.0	rep1
Chr09	4590000	4640000	50.0	rep1
Chr09	4640000	4880000	240.0	rep1
Chr09	4880000	4990000	110.0	rep1
Chr09	4990000	5180000	190.0	rep1
Chr09	5180000	5290000	110.0	rep1
Chr09	5290000	5390000	100.0	rep1
Chr09	5390000	5570000	180.0	rep1
Chr09	5570000	5660000	90.0	rep1
Chr09	5660000	5720000	60.0	rep1
Chr09	5720000	5780000	60.0	rep1
Chr09	5780000	6010000	230.0	rep1
Chr09	6010000	6110000	100.0	rep1
Chr09	6110000	6330000	220.0	rep1
Chr09	6330000	6410000	80.0	rep1
Chr09	6410000	6480000	70.0	rep1
Chr09	6480000	6820000	340.0	rep1
Chr09	6820000	7340000	520.0	rep1
Chr09	7340000	7570000	230.0	rep1
Chr09	7570000	7640000	70.0	rep1
Chr09	7640000	7700000	60.0	rep1
Chr09	7700000	7760000	60.0	rep1
Chr09	7760000	7910000	150.0	rep1
Chr09	7910000	8060000	150.0	rep1
Chr09	8060000	8130000	70.0	rep1
Chr09	8130000	8230000	100.0	rep1
Chr09	8230000	8660000	430.0	rep1
Chr09	8660000	8850000	190.0	rep1
Chr09	8850000	8930000	80.0	rep1
Chr09	8930000	9100000	170.0	rep1
Chr09	9100000	9210000	110.0	rep1
Chr09	9210000	9290000	80.0	rep1
Chr09	9290000	9440000	150.0	rep1
Chr09	9440000	9560000	120.0	rep1
Chr09	9560000	9620000	60.0	rep1
Chr09	9620000	9760000	140.0	rep1
Chr09	9760000	9850000	90.0	rep1
Chr09	9850000	9910000	60.0	rep1
Chr09	9910000	9960000	50.0	rep1
Chr09	9960000	10310000	350.0	rep1
Chr09	10310000	10400000	90.0	rep1
Chr09	10400000	10470000	70.0	rep1
Chr09	10470000	10550000	80.0	rep1
Chr09	10550000	10960000	410.0	rep1
Chr09	10960000	11070000	110.0	rep1
Chr09	11070000	11150000	80.0	rep1
Chr09	11150000	11240000	90.0	rep1
Chr09	11240000	11380000	140.0	rep1
Chr09	11380000	11830000	450.0	rep1
Chr09	11830000	11880000	50.0	rep1
Chr09	11880000	11990000	110.0	rep1
Chr09	11990000	12050000	60.0	rep1
Chr09	12050000	12110000	60.0	rep1
Chr09	12110000	12270000	160.0	rep1
Chr09	12270000	12330000	60.0	rep1
Chr09	12330000	12400000	70.0	rep1
Chr09	12400000	12520000	120.0	rep1
Chr09	12520000	12600000	80.0	rep1
Chr09	12600000	12660000	60.0	rep1
Chr09	12660000	12730000	70.0	rep1
Chr09	12730000	12790000	60.0	rep1
Chr09	12790000	12840000	50.0	rep1
Chr09	12840000	12950000	110.0	rep1
Chr09	12950000	13060000	110.0	rep1
Chr09	13060000	13170000	110.0	rep1
Chr09	13170000	13270000	100.0	rep1
Chr09	13270000	13750000	480.0	rep1
Chr09	13750000	13960000	210.0	rep1
Chr09	13960000	14150000	190.0	rep1
Chr09	14150000	14280000	130.0	rep1
Chr09	14280000	14370000	90.0	rep1
Chr09	14370000	14470000	100.0	rep1
Chr09	14470000	14570000	100.0	rep1
Chr09	14570000	14780000	210.0	rep1
Chr09	14780000	14850000	70.0	rep1
Chr09	14850000	14910000	60.0	rep1
Chr09	14910000	14960000	50.0	rep1
Chr09	14960000	15030000	70.0	rep1
Chr09	15030000	15140000	110.0	rep1
Chr09	15140000	15200000	60.0	rep1
Chr09	15200000	15280000	80.0	rep1
Chr09	15280000	15400000	120.0	rep1
Chr09	15400000	15640000	240.0	rep1
Chr09	15640000	15790000	150.0	rep1
Chr09	15790000	15890000	100.0	rep1
Chr09	15890000	16060000	170.0	rep1
Chr09	16060000	16170000	110.0	rep1
Chr09	16170000	16240000	70.0	rep1
Chr09	16240000	16310000	70.0	rep1
Chr09	16310000	16380000	70.0	rep1
Chr09	16380000	16740000	360.0	rep1
Chr09	16740000	16840000	100.0	rep1
Chr09	16840000	16900000	60.0	rep1
Chr09	16900000	16980000	80.0	rep1
Chr09	16980000	17060000	80.0	rep1
Chr09	17060000	17220000	160.0	rep1
Chr09	17220000	17290000	70.0	rep1
Chr09	17290000	17320000	30.0	rep1
Chr09	17320000	17410000	90.0	rep1
Chr09	17410000	19470000	2060.0	rep1
Chr09	19470000	19690000	220.0	rep1
Chr09	19690000	19780000	90.0	rep1
Chr09	19780000	19960000	180.0	rep1
Chr09	19960000	20040000	80.0	rep1
Chr09	20040000	20090000	50.0	rep1
Chr09	20090000	20250000	160.0	rep1
Chr09	20250000	20370000	120.0	rep1
Chr09	20370000	20430000	60.0	rep1
Chr09	20430000	20600000	170.0	rep1
Chr09	20600000	20700000	100.0	rep1
Chr09	20700000	20760000	60.0	rep1
Chr09	20760000	20800000	40.0	rep1
Chr09	20800000	20860000	60.0	rep1
Chr09	20860000	21070000	210.0	rep1
Chr09	21070000	21200000	130.0	rep1
Chr09	21200000	21250000	50.0	rep1
Chr09	21250000	21280000	30.0	rep1
Chr09	21280000	21340000	60.0	rep1
Chr09	21340000	21440000	100.0	rep1
Chr09	21440000	21590000	150.0	rep1
Chr09	21590000	21740000	150.0	rep1
Chr09	21740000	21800000	60.0	rep1
Chr09	21800000	21910000	110.0	rep1
Chr09	21910000	21970000	60.0	rep1
Chr09	21970000	22110000	140.0	rep1
Chr09	22110000	22180000	70.0	rep1
Chr09	22180000	22290000	110.0	rep1
Chr09	22290000	22360000	70.0	rep1
Chr09	22360000	22460000	100.0	rep1
Chr09	22460000	22600000	140.0	rep1
Chr09	22600000	22660000	60.0	rep1
Chr09	22660000	22910000	250.0	rep1
Chr09	22910000	22980000	70.0	rep1
Chr09	22980000	23060000	80.0	rep1
Chr09	23060000	23360000	300.0	rep1
Chr09	23360000	23470000	110.0	rep1
Chr09	23470000	23540000	70.0	rep1
Chr09	23540000	23660000	120.0	rep1
Chr09	23660000	23960000	300.0	rep1
Chr09	23960000	24040000	80.0	rep1
Chr09	24040000	24150000	110.0	rep1
Chr09	24150000	24190000	40.0	rep1
Chr09	24190000	24290000	100.0	rep1
Chr09	24290000	24360000	70.0	rep1
Chr09	24360000	24410000	50.0	rep1
Chr09	24410000	24500000	90.0	rep1
Chr09	24500000	24730000	230.0	rep1
Chr09	24730000	24960000	230.0	rep1
Chr09	24960000	25010000	50.0	rep1
Chr09	25010000	25130000	120.0	rep1
Chr09	25130000	25240000	110.0	rep1
Chr09	25240000	25440000	200.0	rep1
Chr09	25440000	25530000	90.0	rep1
Chr09	25530000	25650000	120.0	rep1
Chr09	25650000	25740000	90.0	rep1
Chr09	25740000	25810000	70.0	rep1
Chr09	25810000	25880000	70.0	rep1
Chr09	25880000	26030000	150.0	rep1
Chr09	26030000	26140000	110.0	rep1
Chr05	110000	180000	70.0	rep1
Chr05	180000	290000	110.0	rep1
Chr05	290000	340000	50.0	rep1
Chr05	340000	560000	220.0	rep1
Chr05	560000	670000	110.0	rep1
Chr05	670000	720000	50.0	rep1
Chr05	720000	880000	160.0	rep1
Chr05	880000	940000	60.0	rep1
Chr05	940000	990000	50.0	rep1
Chr05	990000	1110000	120.0	rep1
Chr05	1110000	1280000	170.0	rep1
Chr05	1280000	1620000	340.0	rep1
Chr05	1620000	1780000	160.0	rep1
Chr05	1780000	1840000	60.0	rep1
Chr05	1840000	2080000	240.0	rep1
Chr05	2080000	2230000	150.0	rep1
Chr05	2230000	2290000	60.0	rep1
Chr05	2290000	2370000	80.0	rep1
Chr05	2370000	2460000	90.0	rep1
Chr05	2460000	2580000	120.0	rep1
Chr05	2580000	2680000	100.0	rep1
Chr05	2680000	2970000	290.0	rep1
Chr05	2970000	3250000	280.0	rep1
Chr05	3250000	3340000	90.0	rep1
Chr05	3340000	3570000	230.0	rep1
Chr05	3570000	3650000	80.0	rep1
Chr05	3650000	3830000	180.0	rep1
Chr05	3830000	3900000	70.0	rep1
Chr05	3900000	4520000	620.0	rep1
Chr05	4520000	4600000	80.0	rep1
Chr05	4600000	4720000	120.0	rep1
Chr05	4720000	4750000	30.0	rep1
Chr05	4750000	4880000	130.0	rep1
Chr05	4880000	5000000	120.0	rep1
Chr05	5000000	5290000	290.0	rep1
Chr05	5290000	5390000	100.0	rep1
Chr05	5390000	5420000	30.0	rep1
Chr05	5420000	5550000	130.0	rep1
Chr05	5550000	5770000	220.0	rep1
Chr05	5770000	5840000	70.0	rep1
Chr05	5840000	6010000	170.0	rep1
Chr05	6010000	6050000	40.0	rep1
Chr05	6050000	6140000	90.0	rep1
Chr05	6140000	6180000	40.0	rep1
Chr05	6180000	6290000	110.0	rep1
Chr05	6290000	6350000	60.0	rep1
Chr05	6350000	6810000	460.0	rep1
Chr05	6810000	7080000	270.0	rep1
Chr05	7080000	7340000	260.0	rep1
Chr05	7340000	7560000	220.0	rep1
Chr05	7560000	7650000	90.0	rep1
Chr05	7650000	7730000	80.0	rep1
Chr05	7730000	7800000	70.0	rep1
Chr05	7800000	7850000	50.0	rep1
Chr05	7850000	7940000	90.0	rep1
Chr05	7940000	8070000	130.0	rep1
Chr05	8070000	8260000	190.0	rep1
Chr05	8260000	8330000	70.0	rep1
Chr05	8330000	8480000	150.0	rep1
Chr05	8480000	8540000	60.0	rep1
Chr05	8540000	9610000	1070.0	rep1
Chr05	9610000	11970000	2360.0	rep1
Chr05	11970000	12280000	310.0	rep1
Chr05	12280000	12750000	470.0	rep1
Chr05	12750000	12970000	220.0	rep1
Chr05	12970000	13430000	460.0	rep1
Chr05	13430000	13530000	100.0	rep1
Chr05	13530000	13700000	170.0	rep1
Chr05	13700000	13850000	150.0	rep1
Chr05	13850000	14280000	430.0	rep1
Chr05	14280000	15270000	990.0	rep1
Chr05	15270000	15480000	210.0	rep1
Chr05	15480000	15630000	150.0	rep1
Chr05	15630000	15720000	90.0	rep1
Chr05	15720000	15860000	140.0	rep1
Chr05	15860000	15920000	60.0	rep1
Chr05	15920000	16090000	170.0	rep1
Chr05	16090000	16230000	140.0	rep1
Chr05	16230000	16260000	30.0	rep1
Chr05	16260000	16480000	220.0	rep1
Chr05	16480000	16560000	80.0	rep1
Chr05	16560000	16650000	90.0	rep1
Chr05	16650000	16760000	110.0	rep1
Chr05	16760000	16900000	140.0	rep1
Chr05	16900000	17200000	300.0	rep1
Chr05	17200000	17290000	90.0	rep1
Chr05	17290000	17430000	140.0	rep1
Chr05	17430000	17500000	70.0	rep1
Chr05	17500000	17540000	40.0	rep1
Chr05	17540000	17670000	130.0	rep1
Chr05	17670000	18060000	390.0	rep1
Chr05	18060000	18130000	70.0	rep1
Chr05	18130000	18210000	80.0	rep1
Chr05	18210000	18300000	90.0	rep1
Chr05	18300000	18520000	220.0	rep1
Chr05	18520000	18600000	80.0	rep1
Chr05	18600000	18700000	100.0	rep1
Chr05	18700000	18760000	60.0	rep1
Chr05	18760000	19010000	250.0	rep1
Chr05	19010000	19140000	130.0	rep1
Chr05	19140000	19340000	200.0	rep1
Chr05	19340000	19450000	110.0	rep1
Chr05	19450000	19570000	120.0	rep1
Chr05	19570000	19710000	140.0	rep1
Chr05	19710000	19820000	110.0	rep1
Chr05	19820000	19890000	70.0	rep1
Chr05	19890000	20210000	320.0	rep1
Chr05	20210000	20360000	150.0	rep1
Chr05	20360000	20470000	110.0	rep1
Chr05	20470000	20630000	160.0	rep1
Chr05	20630000	20740000	110.0	rep1
Chr05	20740000	20800000	60.0	rep1
Chr05	20800000	20860000	60.0	rep1
Chr05	20860000	21020000	160.0	rep1
Chr05	21020000	21470000	450.0	rep1
Chr05	21470000	22120000	650.0	rep1
Chr05	22120000	22280000	160.0	rep1
Chr05	22280000	22460000	180.0	rep1
Chr05	22460000	22510000	50.0	rep1
Chr05	22510000	22760000	250.0	rep1
Chr05	22760000	22950000	190.0	rep1
Chr05	22950000	23100000	150.0	rep1
Chr05	23100000	23340000	240.0	rep1
Chr05	23340000	23760000	420.0	rep1
Chr05	23760000	23820000	60.0	rep1
Chr05	23820000	23950000	130.0	rep1
Chr05	23950000	24020000	70.0	rep1
Chr05	24020000	24240000	220.0	rep1
Chr05	24240000	24300000	60.0	rep1
Chr05	24300000	24370000	70.0	rep1
Chr05	24370000	24550000	180.0	rep1
Chr05	24550000	25010000	460.0	rep1
Chr05	25010000	25050000	40.0	rep1
Chr05	25050000	25140000	90.0	rep1
Chr05	25140000	25240000	100.0	rep1
Chr05	25240000	25310000	70.0	rep1
Chr05	25310000	25550000	240.0	rep1
Chr05	25550000	25780000	230.0	rep1
Chr05	25780000	25840000	60.0	rep1
Chr05	25840000	25930000	90.0	rep1
Chr05	25930000	26120000	190.0	rep1
Chr05	26120000	26400000	280.0	rep1
Chr05	26400000	26450000	50.0	rep1
Chr05	26450000	26490000	40.0	rep1
Chr05	26490000	26570000	80.0	rep1
Chr05	26570000	26750000	180.0	rep1
Chr05	26750000	26800000	50.0	rep1
Chr05	26800000	26910000	110.0	rep1
Chr05	26910000	27040000	130.0	rep1
Chr05	27040000	27100000	60.0	rep1
Chr05	27100000	27410000	310.0	rep1
Chr05	27410000	27520000	110.0	rep1
Chr05	27520000	27620000	100.0	rep1
Chr05	27620000	27690000	70.0	rep1
Chr05	27690000	27900000	210.0	rep1
Chr05	27900000	28110000	210.0	rep1
Chr05	28110000	28190000	80.0	rep1
Chr05	28190000	28250000	60.0	rep1
Chr05	28250000	28310000	60.0	rep1
Chr05	28310000	28430000	120.0	rep1
Chr05	28430000	28520000	90.0	rep1
Chr05	28520000	28720000	200.0	rep1
Chr05	28720000	28810000	90.0	rep1
Chr05	28810000	29180000	370.0	rep1
Chr05	29180000	29240000	60.0	rep1
Chr05	29240000	29300000	60.0	rep1
Chr05	29300000	29410000	110.0	rep1
Chr05	29410000	29490000	80.0	rep1
Chr05	29490000	29860000	370.0	rep1
Chr05	29860000	29940000	80.0	rep1
Chr05	29940000	30110000	170.0	rep1
Chr05	30110000	30370000	260.0	rep1
Chr05	30370000	30480000	110.0	rep1
Chr05	30480000	30520000	40.0	rep1
Chr05	30520000	30790000	270.0	rep1
Chr05	30790000	30840000	50.0	rep1
Chr05	30840000	30910000	70.0	rep1
Chr05	30910000	30980000	70.0	rep1
Chr05	30980000	31050000	70.0	rep1
Chr05	31050000	31140000	90.0	rep1
Chr05	31140000	31190000	50.0	rep1
Chr05	31190000	31290000	100.0	rep1
Chr05	31290000	31350000	60.0	rep1
Chr05	31350000	31830000	480.0	rep1
Chr05	31830000	31940000	110.0	rep1
Chr05	31940000	32010000	70.0	rep1
Chr05	32010000	32130000	120.0	rep1
Chr05	32130000	32360000	230.0	rep1
Chr05	32360000	32430000	70.0	rep1
Chr05	32430000	32510000	80.0	rep1
Chr05	32510000	32580000	70.0	rep1
Chr05	32580000	32650000	70.0	rep1
Chr05	32650000	32960000	310.0	rep1
Chr05	32960000	33050000	90.0	rep1
Chr05	33050000	33170000	120.0	rep1
Chr05	33170000	33410000	240.0	rep1
Chr05	33410000	34070000	660.0	rep1
Chr05	34070000	34170000	100.0	rep1
Chr05	34170000	34540000	370.0	rep1
Chr05	34540000	34610000	70.0	rep1
Chr05	34610000	34680000	70.0	rep1
Chr05	34680000	34790000	110.0	rep1
Chr05	34790000	35030000	240.0	rep1
Chr05	35030000	35250000	220.0	rep1
Chr11	100000	540000	440.0	rep1
Chr11	540000	650000	110.0	rep1
Chr11	650000	730000	80.0	rep1
Chr11	730000	780000	50.0	rep1
Chr11	780000	840000	60.0	rep1
Chr11	840000	910000	70.0	rep1
Chr11	910000	1250000	340.0	rep1
Chr11	1250000	1320000	70.0	rep1
Chr11	1320000	1970000	650.0	rep1
Chr11	1970000	2010000	40.0	rep1
Chr11	2010000	2070000	60.0	rep1
Chr11	2070000	2540000	470.0	rep1
Chr11	2540000	2970000	430.0	rep1
Chr11	2970000	3160000	190.0	rep1
Chr11	3160000	3310000	150.0	rep1
Chr11	3310000	3520000	210.0	rep1
Chr11	3520000	3560000	40.0	rep1
Chr11	3560000	3620000	60.0	rep1
Chr11	3620000	3690000	70.0	rep1
Chr11	3690000	3780000	90.0	rep1
Chr11	3780000	3890000	110.0	rep1
Chr11	3890000	4120000	230.0	rep1
Chr11	4120000	4610000	490.0	rep1
Chr11	4610000	4750000	140.0	rep1
Chr11	4750000	4840000	90.0	rep1
Chr11	4840000	4900000	60.0	rep1
Chr11	4900000	4980000	80.0	rep1
Chr11	4980000	5230000	250.0	rep1
Chr11	5230000	5280000	50.0	rep1
Chr11	5280000	5430000	150.0	rep1
Chr11	5430000	5550000	120.0	rep1
Chr11	5550000	5610000	60.0	rep1
Chr11	5610000	5990000	380.0	rep1
Chr11	5990000	6060000	70.0	rep1
Chr11	6060000	6380000	320.0	rep1
Chr11	6380000	6500000	120.0	rep1
Chr11	6500000	6710000	210.0	rep1
Chr11	6710000	6760000	50.0	rep1
Chr11	6760000	6870000	110.0	rep1
Chr11	6870000	7450000	580.0	rep1
Chr11	7450000	7510000	60.0	rep1
Chr11	7510000	7640000	130.0	rep1
Chr11	7640000	7700000	60.0	rep1
Chr11	7700000	7990000	290.0	rep1
Chr11	7990000	8110000	120.0	rep1
Chr11	8110000	8260000	150.0	rep1
Chr11	8260000	8360000	100.0	rep1
Chr11	8360000	8430000	70.0	rep1
Chr11	8430000	8510000	80.0	rep1
Chr11	8510000	8560000	50.0	rep1
Chr11	8560000	8750000	190.0	rep1
Chr11	8750000	9140000	390.0	rep1
Chr11	9140000	9230000	90.0	rep1
Chr11	9230000	9340000	110.0	rep1
Chr11	9340000	9410000	70.0	rep1
Chr11	9410000	9480000	70.0	rep1
Chr11	9480000	9580000	100.0	rep1
Chr11	9580000	9690000	110.0	rep1
Chr11	9690000	9750000	60.0	rep1
Chr11	9750000	10000000	250.0	rep1
Chr11	10000000	10060000	60.0	rep1
Chr11	10060000	10130000	70.0	rep1
Chr11	10130000	10230000	100.0	rep1
Chr11	10230000	10360000	130.0	rep1
Chr11	10360000	10570000	210.0	rep1
Chr11	10570000	10680000	110.0	rep1
Chr11	10680000	10860000	180.0	rep1
Chr11	10860000	11110000	250.0	rep1
Chr11	11110000	11160000	50.0	rep1
Chr11	11160000	11250000	90.0	rep1
Chr11	11250000	11320000	70.0	rep1
Chr11	11320000	11450000	130.0	rep1
Chr11	11450000	11570000	120.0	rep1
Chr11	11570000	11640000	70.0	rep1
Chr11	11640000	11730000	90.0	rep1
Chr11	11730000	12010000	280.0	rep1
Chr11	12010000	12210000	200.0	rep1
Chr11	12210000	12330000	120.0	rep1
Chr11	12330000	12780000	450.0	rep1
Chr11	12780000	12900000	120.0	rep1
Chr11	12900000	12960000	60.0	rep1
Chr11	12960000	13030000	70.0	rep1
Chr11	13030000	13150000	120.0	rep1
Chr11	13150000	13410000	260.0	rep1
Chr11	13410000	13470000	60.0	rep1
Chr11	13470000	13540000	70.0	rep1
Chr11	13540000	13640000	100.0	rep1
Chr11	13640000	13730000	90.0	rep1
Chr11	13730000	14110000	380.0	rep1
Chr11	14110000	14270000	160.0	rep1
Chr11	14270000	14330000	60.0	rep1
Chr11	14330000	14380000	50.0	rep1
Chr11	14380000	14440000	60.0	rep1
Chr11	14440000	14740000	300.0	rep1
Chr11	14740000	14840000	100.0	rep1
Chr11	14840000	14930000	90.0	rep1
Chr11	14930000	14970000	40.0	rep1
Chr11	14970000	15060000	90.0	rep1
Chr11	15060000	15160000	100.0	rep1
Chr11	15160000	15360000	200.0	rep1
Chr11	15360000	15430000	70.0	rep1
Chr11	15430000	15660000	230.0	rep1
Chr11	15660000	15780000	120.0	rep1
Chr11	15780000	15960000	180.0	rep1
