duplication_type	parent	child	ancestor	TPC_Ks	TPCA_Ks	tPC_ratio	CLOUD_class	prob_Conservation	prob_Neofunctionalization_Parent	prob_Neofunctionalization_Child	prob_Subfunctionalization	prob_Specialization	assigned_class_probability	class_label
PD	Pbre1_08G179200	Pbre1_08G179800	Prupe.1G442500.1	0.078143	0.630668	0.1239051291646318	Neofunctionalization(Child)	0.4084874030570981	1.4167241868432003e-06	0.5914932326190218	5.3739204741909277e-11	1.794754595407292e-05	0.5914932326190218	Neo(C)
PD	Pbre1_08G183000	Pbre1_08G183400	Prupe.1G444000.1	0.0710618	0.387862	0.1832141328616879	Conservation	0.8042898803124001	0.0037743779278178	8.071739478528381e-07	0.1919348921192002	4.2466633958869425e-08	0.8042898803124001	Con
PD	Pbre1_08G202400	Pbre1_08G202800	Prupe.1G454200.1	0.212401	0.508811	0.4174457706299588	Specialization	0.0553144646640282	6.218684733777491e-05	1.3062915389296528e-05	3.858151877955631e-06	0.9446064274213668	0.9446064274213668	Spe
PD	Pbre1_08G204400	Pbre1_08G205000	Prupe.1G455100.1	0.18806	0.323962	0.5805001821201252	Subfunctionalization	0.009539516976624	4.889342871343145e-05	3.217260227547731e-06	0.9904083723334388	9.961845982856229e-13	0.9904083723334388	Sub
PD	Pbre1_08G257200	Pbre1_08G257600	Prupe.1G485400.1	0.0295147	0.713306	0.0413773331501487	Neofunctionalization(Parent)	0.0101271915078346	0.6979679897508673	0.0012153652819335	1.4748867193330678e-05	0.2906747045921711	0.6979679897508673	Neo(P)
PD	Pbre1_08G332800	Pbre1_08G333400	Prupe.1G531100.1	0.086924	0.635416	0.1367985697558764	Conservation	0.9363519233013756	0.0001052375992521	0.0030435368952081	1.078822627647151e-06	0.0604982233815363	0.9363519233013756	Con
PD	Pbre1_08G356600	Pbre1_08G357200	Prupe.1G546100.1	0.0431501	1.11404	0.0387329898387849	Subfunctionalization	0.0436648832786402	0.0019645275289937	0.0019131176773803	0.951605880405782	0.0008515911092032	0.951605880405782	Sub
PD	Pbre1_08G374000	Pbre1_08G374400	Prupe.1G559800.1	0.116659	0.654797	0.1781605596849099	Subfunctionalization	0.1102740079446063	0.153697522460194	0.0009371537090798	0.734823932980008	0.0002673829061116	0.734823932980008	Sub
PD	Pbre1_08G377000	Pbre1_08G377400	Prupe.1G561200.1	0.204613	0.407823	0.5017201089688419	Specialization	0.0048886784661081	0.0002465745615946	8.517839519126712e-06	2.024791866583294e-09	0.9948562271079864	0.9948562271079864	Spe
PD	Pbre1_09G022200	Pbre1_09G022600	Prupe.3G304300.1	0.206248	0.397746	0.5185419840802924	Subfunctionalization	4.426576326502178e-06	1.1445657854991268e-07	4.19226138064667e-07	0.6679867630083836	0.3320082767325732	0.6679867630083836	Sub
PD	Pbre1_09G022400	Pbre1_09G022800	Prupe.3G304200.1	0.0243915	0.44155	0.0552406296002717	Subfunctionalization	0.1142189714719048	0.0003149620733785	0.1151052370295929	0.5962561766116108	0.1741046528135127	0.5962561766116108	Sub
PD	Pbre1_09G024000	Pbre1_09G024400	Prupe.3G303500.1	0.180709	1.32468	0.1364170969592656	Subfunctionalization	0.1415826679536797	0.0016188444819411	0.3863179249192588	0.4333659125955479	0.0371146500495724	0.4333659125955479	Sub
PD	Pbre1_09G024200	Pbre1_09G024600	Prupe.3G303400.1	0.55473	0.641854	0.864261966116905	Conservation	0.999993927543034	8.154040338889791e-10	2.6511118101095487e-06	5.996525865995632e-07	2.820877165130136e-06	0.999993927543034	Con
PD	Pbre1_09G036200	Pbre1_09G036600	Prupe.3G295600.1	0.951229	0.492	1.933392276422764	Conservation	0.8803180941967209	0.0001558556268161	0.0458866738737674	4.705125274740864e-05	0.073592325049948	0.8803180941967209	Con
PD	Pbre1_09G064400	Pbre1_09G065000	Prupe.3G279400.1	0.17659	0.655853	0.2692524086952411	Subfunctionalization	3.834250067742385e-16	2.317101691823242e-22	2.4937388572151528e-17	0.9999999999999912	8.109839417966866e-15	0.9999999999999912	Sub
PD	Pbre1_09G073600	Pbre1_09G074400	Prupe.3G272900.1	0.121927	0.373342	0.326582597189708	Neofunctionalization(Child)	0.3872657373648424	7.280391510918527e-05	0.6126554160862787	1.8064487585242506e-07	5.861988893888869e-06	0.6126554160862787	Neo(C)
PD	Pbre1_09G076000	Pbre1_09G076400	Prupe.3G272100.1	0.481725	0.288267	1.6711069945571293	Conservation	0.9999843969563178	1.4650174054874763e-05	1.754576132077427e-07	7.774076763362225e-07	4.33770048647558e-12	0.9999843969563178	Con
PD	Pbre1_09G098600	Pbre1_09G099400	Prupe.3G261400.1	0.429499	0.390119	1.1009435582476117	Neofunctionalization(Parent)	1.1724837682532312e-09	0.999763748818448	2.162608515373197e-15	9.91890927807835e-07	0.0002352581181381	0.999763748818448	Neo(P)
PD	Pbre1_09G100000	Pbre1_09G098800	Prupe.3G261300.1	0.301822	1.14146	0.2644175003942319	Specialization	0.0683861872647918	0.0147263552597172	0.0012375652027662	0.354523734719761	0.5611261575529637	0.5611261575529637	Spe
PD	Pbre1_09G109400	Pbre1_09G109800	Prupe.3G255700.1	0.00878885	0.979781	0.0089702188550298	Specialization	0.0134784426362804	0.0024772481860517	8.136401757923524e-06	0.0259716256474049	0.9580645471285048	0.9580645471285048	Spe
PD	Pbre1_09G139200	Pbre1_09G139600	Prupe.3G239500.1	0.446659	0.529788	0.8430900662151652	Subfunctionalization	2.5770831804698204e-07	3.761287970048309e-06	4.4242652104778766e-08	0.9999958155214902	1.2123956945796736e-07	0.9999958155214902	Sub
PD	Pbre1_09G157600	Pbre1_09G158000	Prupe.3G230300.1	0.0432339	0.832853	0.0519106012705723	Conservation	0.99438834453051	2.4729804908807165e-06	0.0005516920598561	3.966746716501965e-08	0.0050574507616757	0.99438834453051	Con
PD	Pbre1_09G174000	Pbre1_09G174400	Prupe.3G217800.1	0.156803	0.3533	0.4438239456552504	Neofunctionalization(Child)	0.4278972335096443	0.0025598606640889	0.5658472286609542	0.0009002685816376	0.0027954085836749	0.5658472286609542	Neo(C)
PD	Pbre1_09G174000	Pbre1_09G174600	Prupe.3G217800.1	0.0415487	0.3533	0.117601754882536	Conservation	0.9653326905281594	0.0026009615486457	0.0308086456078739	0.0012575192535346	1.830617864698978e-07	0.9653326905281594	Con
PD	Pbre1_09G198400	Pbre1_09G199000	Prupe.3G205800.1	0.104476	0.360835	0.2895395402330705	Subfunctionalization	0.2057941107709477	0.0012088082268295	0.0053669933680327	0.7876297898274394	2.978067506744736e-07	0.7876297898274394	Sub
PD	Pbre1_09G232200	Pbre1_09G232600	Prupe.3G186800.1	0.0656067	1.23075	0.0533062766605728	Specialization	0.2635426127340666	3.963401188608407e-06	0.0861449694745178	0.0008710190696341	0.6494374353205928	0.6494374353205928	Spe
PD	Pbre1_09G258200	Pbre1_09G258800	Prupe.3G170800.1	0.845544	0.406676	2.0791588389774662	Conservation	0.840466064809192	0.1348405795736055	0.0225538727586829	0.0002113633572258	0.0019281195012938	0.840466064809192	Con
PD	Pbre1_09G264200	Pbre1_09G264600	Prupe.3G168500.1	0.0677062	0.277385	0.2440874596679705	Specialization	0.0150064366573609	0.0336728435640887	0.0001003323838495	1.812284716104985e-06	0.9512185751099846	0.9512185751099846	Spe
PD	Pbre1_09G398800	Pbre1_09G399200	Prupe.3G113400.1	0.12834	0.874987	0.1466764649074786	Conservation	0.7137249814096835	0.0275371304109862	0.00066993268666	0.2344431663740044	0.0236247891186656	0.7137249814096835	Con
PD	Pbre1_09G399000	Pbre1_09G399400	Prupe.3G113500.1	0.495162	0.93932	0.5271494272452412	Conservation	0.907750580262422	0.0218214542669554	0.0038460725142748	0.0374449869659801	0.0291369059903676	0.907750580262422	Con
PD	Pbre1_09G424800	Pbre1_09G425200	Prupe.3G155800.1	0.189914	2.25714	0.0841392204293929	Subfunctionalization	0.0119215496018546	0.0118053882185094	0.0013281823641956	0.9749432428396724	1.6369757678718186e-06	0.9749432428396724	Sub
PD	Pbre1_09G440600	Pbre1_09G441000	Prupe.3G151000.1	0.135777	0.512521	0.2649198764538429	Conservation	0.5146796599640431	0.0002789141459132	0.0056361708895206	0.4793528773907684	5.237760975462027e-05	0.5146796599640431	Con
PD	Pbre1_09G459800	Pbre1_09G460400	Prupe.3G016700.1	0.188001	0.51741	0.3633501478518003	Subfunctionalization	0.0097213916119599	0.0001596296933795	0.1172212340981774	0.8711571898930902	0.0017405547033927	0.8711571898930902	Sub
PD	Pbre1_09G467800	Pbre1_09G468400	Prupe.3G013100.1	0.01708	0.402671	0.0424167620712691	Subfunctionalization	0.0513333552649048	1.5347605814985533e-05	0.0011367286113122	0.9474184594804178	9.610903755006702e-05	0.9474184594804178	Sub
PD	Pbre1_10G041400	Pbre1_10G041800	Prupe.8G034100.1	0.0551585	0.296473	0.1860489825380389	Conservation	0.8192758548888787	0.0042185035047688	0.1193768355679332	0.0009196363252023	0.0562091697132166	0.8192758548888787	Con
PD	Pbre1_10G056600	Pbre1_10G057400	Prupe.8G045100.1	0.0120715	0.255906	0.0471716177033754	Conservation	0.9999596564670556	1.4754261240918058e-11	3.941444063895181e-07	3.984380444712572e-05	1.0556933662813136e-07	0.9999596564670556	Con
PD	Pbre1_10G069000	Pbre1_10G070200	Prupe.8G056100.1	0.0424835	0.440288	0.0964902518351624	Conservation	0.924943948420422	0.0049935494953045	0.0556903827898035	0.0011185345766721	0.0132535847177974	0.924943948420422	Con
PD	Pbre1_10G069000	Pbre1_10G070400	Prupe.8G056100.1	0.0340447	0.440288	0.07732370630133	Subfunctionalization	1.503796883238533e-20	3.9456061035738e-27	1.4386802825568213e-22	1.0	9.166261797633983e-20	1.0	Sub
PD	Pbre1_10G072800	Pbre1_10G073200	Prupe.8G059200.1	0.193517	0.579567	0.3338992730780047	Neofunctionalization(Parent)	0.00233390434701	0.9972264898780177	4.561804104627566e-09	4.409505723678367e-06	0.0004351917074447	0.9972264898780177	Neo(P)
PD	Pbre1_10G079800	Pbre1_10G080400	Prupe.8G066500.1	0.0705242	0.701657	0.1005109334047832	Neofunctionalization(Parent)	0.2994983385474711	0.6889867916520654	1.539109883416069e-06	0.0114868977063525	2.6432984227425784e-05	0.6889867916520654	Neo(P)
PD	Pbre1_10G086600	Pbre1_10G087000	Prupe.8G073700.1	0.214484	0.431998	0.4964930393196265	Neofunctionalization(Parent)	0.2486970987988044	0.7509386212935638	2.9826281584057917e-10	0.0003623269537735	1.9526555954676968e-06	0.7509386212935638	Neo(P)
PD	Pbre1_10G142000	Pbre1_10G142400	Prupe.8G111400.1	0.277874	0.54503	0.5098324862851586	Neofunctionalization(Child)	9.836429728514697e-06	1.8186591321521774e-08	0.9979557646570516	0.0006937594165427	0.0013406213100856	0.9979557646570516	Neo(C)
PD	Pbre1_10G147800	Pbre1_10G148400	Prupe.8G115900.1	0.105884	0.392883	0.2695051707505797	Neofunctionalization(Child)	6.779525964292694e-06	4.100745751639982e-09	0.9997979572202504	0.0001733859212729	2.187323176659384e-05	0.9997979572202504	Neo(C)
PD	Pbre1_10G173600	Pbre1_10G172400	Prupe.8G136000.1	0.100307	0.353381	0.2838494429525073	Neofunctionalization(Child)	0.1771100654410926	0.0001631485114242	0.5339636977381652	0.2885429736141945	0.0002201146951233	0.5339636977381652	Neo(C)
PD	Pbre1_10G175000	Pbre1_10G175400	Prupe.8G137300.1	0.142175	0.361956	0.39279636198875	Conservation	0.8112396755318608	0.0030596716712166	5.949262249167762e-06	0.1856409225226743	5.378101199891418e-05	0.8112396755318608	Con
PD	Pbre1_10G188800	Pbre1_10G189400	Prupe.8G146200.1	0.120413	0.346271	0.347742086400536	Neofunctionalization(Child)	0.0371464202704151	7.533976608517486e-09	0.9597574216590448	0.0013462549074045	0.0017498956291591	0.9597574216590448	Neo(C)
PD	Pbre1_10G199000	Pbre1_10G199800	Prupe.8G153900.1	0.126233	2.64893	0.0476543359016659	Subfunctionalization	0.0054593386941753	5.039875289036954e-10	0.2629898878350612	0.7124810880587539	0.0190696849080219	0.7124810880587539	Sub
PD	Pbre1_10G229400	Pbre1_10G230000	Prupe.8G170600.1	0.171875	0.376659	0.4563145975537555	Neofunctionalization(Parent)	0.016377032979511	0.4747269084540396	0.4231314581367493	0.0827047802432047	0.0030598201864952	0.4747269084540396	Neo(P)
PD	Pbre1_10G234600	Pbre1_10G235000	Prupe.8G174300.1	0.639564	0.238367	2.683106302466365	Subfunctionalization	0.0062752169902493	0.45035529762099	0.0586569360606974	0.4845545912219458	0.0001579581061173	0.4845545912219458	Sub
PD	Pbre1_10G238800	Pbre1_10G237600	Prupe.8G176300.1	0.60522	0.39026	1.5508122789934915	Conservation	0.9294878734376796	0.0001332348793883	0.0683173844445757	0.0016925850492165	0.0003689221891394	0.9294878734376796	Con
PD	Pbre1_10G255600	Pbre1_10G256000	Prupe.8G183500.1	0.147546	0.406439	0.3630212651837053	Neofunctionalization(Parent)	0.058457157749421	0.9404985714524412	4.7489138937231185e-09	0.0010406160590126	3.64999021132238e-06	0.9404985714524412	Neo(P)
PD	Pbre1_10G255800	Pbre1_10G256200	Prupe.8G183600.1	0.0969441	0.364335	0.2660850590802421	Subfunctionalization	7.562925542033463e-10	1.429557882952536e-06	4.106512817650825e-07	0.9984860947923192	0.0015120642422235	0.9984860947923192	Sub
PD	Pbre1_10G266200	Pbre1_10G264800	Prupe.8G188300.1	3.70447	0.467986	7.915770984602103	Specialization	3.294348244895517e-09	5.376854156092655e-05	0.0058238109669242	0.2292028693671375	0.7649195478300291	0.7649195478300291	Spe
PD	Pbre1_10G281200	Pbre1_10G282200	Prupe.8G196700.1	0.18593	0.571832	0.3251479455504414	Neofunctionalization(Child)	0.2472192623981471	0.0005543626311354	0.7259313476678965	0.0093062191225109	0.0169888081803097	0.7259313476678965	Neo(C)
PD	Pbre1_10G296600	Pbre1_10G297600	Prupe.8G206400.1	0.0971168	0.476828	0.2036726031189443	Neofunctionalization(Parent)	0.2554950706513693	0.7394215287698819	6.17212680532479e-08	0.0035379179709851	0.0015454208864956	0.7394215287698819	Neo(P)
PD	Pbre1_10G296800	Pbre1_10G297800	Prupe.8G206500.1	0.142735	0.460636	0.309865056139772	Conservation	0.9270933564738836	0.0727899959640459	1.176587329864727e-06	0.0001130059342095	2.465040531044564e-06	0.9270933564738836	Con
PD	Pbre1_10G307800	Pbre1_10G308200	Prupe.8G213400.1	0.083858	0.463929	0.1807561070767294	Subfunctionalization	5.7234890202827503e-05	0.0006776111737912	0.1843867204815929	0.8148784333635186	9.089437228746372e-11	0.8148784333635186	Sub
PD	Pbre1_10G314200	Pbre1_10G314600	Prupe.8G216900.1	0.446183	0.563649	0.7915972529002979	Neofunctionalization(Child)	1.959770075303778e-06	2.731284054040096e-16	0.9979691765310206	0.0005701990914963	0.0014586646074074	0.9979691765310206	Neo(C)
PD	Pbre1_10G331800	Pbre1_10G332200	Prupe.8G227600.1	0.0292236	0.213074	0.1371523508264734	Specialization	2.0628047305022048e-10	8.107683766151516e-21	0.3462957748680234	0.1491770047977672	0.5045272201279289	0.5045272201279289	Spe
PD	Pbre1_10G332000	Pbre1_10G332400	Prupe.8G227700.1	0.0612296	0.383478	0.1596691335617688	Conservation	0.9972091469149136	0.0016226936777148	0.0005958683766668	0.0004197020401834	0.0001525889905213	0.9972091469149136	Con
PD	Pbre1_10G348600	Pbre1_10G349000	Prupe.4G144400.1	0.133817	0.359193	0.3725490196078431	Neofunctionalization(Parent)	5.0829980236219945e-06	0.9350486459946128	2.3071569356302231e-10	4.999382586113632e-05	0.0648962769507866	0.9350486459946128	Neo(P)
PD	Pbre1_10G365800	Pbre1_10G366800	Prupe.4G132800.1	0.0465775	0.289224	0.1610429978148425	Neofunctionalization(Child)	0.125954255613101	1.4348031327525318e-05	0.7060986882211979	0.1669943783355099	0.0009383297988636	0.7060986882211979	Neo(C)
PD	Pbre1_10G372200	Pbre1_10G372800	Prupe.4G129200.1	0.0632159	0.354318	0.1784157169548259	Neofunctionalization(Child)	4.4663635442173195e-09	2.0406797553763126e-16	0.999998474861454	1.5179180510988192e-06	2.754131254015676e-09	0.999998474861454	Neo(C)
PD	Pbre1_10G372600	Pbre1_10G373000	Prupe.4G128800.1	0.110202	0.685064	0.1608638025060432	Neofunctionalization(Child)	1.2531227581490828e-08	1.6900627762349706e-18	0.9999900005524868	1.8075646603716128e-06	8.179351625213151e-06	0.9999900005524868	Neo(C)
PD	Pbre1_10G376200	Pbre1_10G376600	Prupe.4G127500.1	0.284093	0.39208	0.7245791675168333	Specialization	0.0001990253265098	1.1070646051467126e-17	0.3391149738375755	0.002701483898902	0.6579845169370125	0.6579845169370125	Spe
PD	Pbre1_10G376400	Pbre1_10G377200	Prupe.4G127100.1	0.0373367	0.490535	0.0761142426126576	Subfunctionalization	0.0038189871984522	0.0111731913268358	0.0772181422721085	0.9077327468492034	5.693235339991715e-05	0.9077327468492034	Sub
PD	Pbre1_10G378200	Pbre1_10G378600	Prupe.4G126700.1	0.0228815	0.197409	0.1159091024218754	Neofunctionalization(Child)	2.504204180412868e-06	4.765908070053572e-16	0.9999969270286754	5.377296911913236e-07	3.1037452452079e-08	0.9999969270286754	Neo(C)
PD	Pbre1_10G424600	Pbre1_10G425400	Prupe.4G091800.1	0.0504337	0.263716	0.1912424729633393	Neofunctionalization(Parent)	0.01659867221521	0.7183624131762846	1.4838146292514363e-09	0.2606692799680358	0.0043696331566549	0.7183624131762846	Neo(P)
PD	Pbre1_10G443600	Pbre1_10G444000	Prupe.4G082500.1	0.248981	0.315771	0.7884859597619793	Neofunctionalization(Parent)	0.0127713502883985	0.987228620375588	2.793275226021104e-12	2.9329595539799574e-08	3.6246610336506712e-12	0.987228620375588	Neo(P)
PD	Pbre1_10G461600	Pbre1_10G462200	Prupe.4G072300.1	0.316787	0.316909	0.9996150314443578	Neofunctionalization(Parent)	0.2541666296159538	0.6280061932583869	0.0973499822424559	0.0105479549431922	0.009929239940011	0.6280061932583869	Neo(P)
PD	Pbre1_10G491000	Pbre1_10G492000	Prupe.4G055000.1	0.123455	0.679984	0.1815557424880585	Neofunctionalization(Parent)	0.0024005604235435	0.9973484924888184	6.19623379707663e-06	0.0002261172653985	1.8633588442448068e-05	0.9973484924888184	Neo(P)
PD	Pbre1_10G491400	Pbre1_10G492200	Prupe.4G054900.1	0.0743471	0.47354	0.1570027875153102	Neofunctionalization(Parent)	9.844974204590194e-05	0.5338284245214512	8.689153310795517e-06	0.4612809843972342	0.0047834521859578	0.5338284245214512	Neo(P)
PD	Pbre1_10G512600	Pbre1_10G513200	Prupe.4G044200.1	0.143598	0.638179	0.2250121047543087	Neofunctionalization(Parent)	0.3483369859703426	0.6476697604171834	7.263025620047807e-10	0.0039531003636839	4.0152522487486136e-05	0.6476697604171834	Neo(P)
PD	Pbre1_10G531200	Pbre1_10G531600	Prupe.4G034300.1	0.0858422	0.578445	0.148401663079463	Neofunctionalization(Child)	0.0012597354239273	0.0065891022386452	0.5799883843432261	0.2875655717553008	0.1245972062389006	0.5799883843432261	Neo(C)
PD	Pbre1_10G536800	Pbre1_10G537400	Prupe.4G030500.1	0.569977	0.624468	0.912740124393884	Neofunctionalization(Child)	0.038861656733723	0.0007564070261639	0.608142141709421	0.2824272566765512	0.0698125378541407	0.608142141709421	Neo(C)
PD	Pbre1_10G572400	Pbre1_10G572800	Prupe.4G012000.1	0.0153079	0.326547	0.0468780910558051	Neofunctionalization(Child)	6.083023245928031e-06	5.895951299079369e-08	0.9987348641336442	0.0006302700669403	0.0006287238166563	0.9987348641336442	Neo(C)
PD	Pbre1_10G573000	Pbre1_10G573400	Prupe.4G011900.1	0.11013	1.65902	0.0663825631999614	Neofunctionalization(Parent)	0.0002441335490623	0.999490079574283	7.600960238819581e-08	0.0001848943322858	8.081653476640995e-05	0.999490079574283	Neo(P)
PD	Pbre1_11G019000	Pbre1_11G017400	Prupe.6G011600.1	0.74227	1.42923	0.519349579843692	Neofunctionalization(Parent)	0.0024873912641162	0.9831859345370626	1.5178703958482054e-06	0.0143194388150726	5.7175133526230775e-06	0.9831859345370626	Neo(P)
PD	Pbre1_11G032800	Pbre1_11G031400	Prupe.6G017800.1	0.149855	0.4355	0.3440987370838116	Conservation	0.4085168919280033	0.0353662493226566	0.2430787620045682	0.1585490454281345	0.1544890513166372	0.4085168919280033	Con
PD	Pbre1_11G061000	Pbre1_11G061600	Prupe.6G032700.1	0.0989123	0.384087	0.2575257689013166	Neofunctionalization(Child)	0.0002360125368446	5.83245196626009e-12	0.9996902852363952	2.797113088104604e-05	4.573109004672268e-05	0.9996902852363952	Neo(C)
PD	Pbre1_11G061200	Pbre1_11G062000	Prupe.6G032800.1	0.256127	0.502886	0.5093142382170114	Conservation	0.8135674974843082	0.1757670910831269	0.0027842818694131	0.0023946984230659	0.0054864311400856	0.8135674974843082	Con
PD	Pbre1_11G061400	Pbre1_11G062200	Prupe.6G032900.1	0.607905	0.736696	0.825177549491242	Neofunctionalization(Parent)	2.7639681965568617e-10	0.9999699293379636	3.130367690551847e-17	1.297954536926603e-07	2.994059018569899e-05	0.9999699293379636	Neo(P)
PD	Pbre1_11G082000	Pbre1_11G082600	Prupe.6G048400.1	0.0798649	0.440484	0.1813116935007855	Conservation	0.4899166028534468	1.77009945979547e-06	0.1206506240202684	0.389431003024562	2.2628921628352904e-12	0.4899166028534468	Con
PD	Pbre1_11G096400	Pbre1_11G096800	Prupe.6G053100.1	0.135905	0.379818	0.3578161119272915	Conservation	0.9764139626404008	0.01432844971405	0.0092553096480842	8.358529917653792e-07	1.4421444733816142e-06	0.9764139626404008	Con
PD	Pbre1_11G113200	Pbre1_11G114000	Prupe.6G059400.1	0.00627146	0.326872	0.0191862869869551	Specialization	0.0462541643804537	0.0041042174135149	0.00025012329878	0.0186175194063517	0.9307739755008996	0.9307739755008996	Spe
PD	Pbre1_11G115200	Pbre1_11G116000	Prupe.6G060100.1	0.072504	0.657937	0.1101990008161875	Subfunctionalization	1.1230838728737784e-10	4.899774565827049e-11	6.306005660547609e-15	0.999999999838669	1.8424970589684624e-14	0.999999999838669	Sub
PD	Pbre1_11G118600	Pbre1_11G119000	Prupe.6G061500.1	0.0854335	0.438323	0.1949099180284858	Conservation	0.960861373842505	0.0002441176345813	0.0250197928079741	7.141868333074725e-06	0.0138675738466062	0.960861373842505	Con
PD	Pbre1_11G132600	Pbre1_11G133000	Prupe.6G067600.1	1.00844	0.526654	1.9148055459561688	Subfunctionalization	0.1425317923585564	0.0014000019157324	3.017999190890161e-05	0.8560379578326877	6.790111465482415e-08	0.8560379578326877	Sub
PD	Pbre1_11G163800	Pbre1_11G162400	Prupe.6G083500.1	1.70969	1.01747	1.680334555318584	Conservation	0.9897477448388224	1.3596811755790164e-05	0.0004077542255803	0.0098308999980594	4.1257819671966085e-09	0.9897477448388224	Con
PD	Pbre1_11G168600	Pbre1_11G169400	Prupe.6G086100.1	1.1595	0.420543	2.7571496850500425	Conservation	0.8641269942698369	0.0003102772699514	7.167970270425999e-05	0.135491048754934	2.5733627422588765e-12	0.8641269942698369	Con
PD	Pbre1_11G189400	Pbre1_11G187600	Prupe.6G093900.1	0.0887234	0.431157	0.2057797971504579	Specialization	0.1941051220420149	0.000267571566433	9.564194229624136e-05	1.839622468783902e-07	0.8055314804870088	0.8055314804870088	Spe
PD	Pbre1_11G191600	Pbre1_11G190200	Prupe.6G094600.1	0.208243	0.694007	0.3000589331231529	Specialization	0.0075895575388443	0.0008006576965765	2.9528832666548575e-05	3.65914755898692e-07	0.9915798900171566	0.9915798900171566	Spe
PD	Pbre1_11G192400	Pbre1_11G192800	Prupe.6G094800.1	0.533442	0.278829	1.91315107108658	Subfunctionalization	0.0245173632593906	6.877317433241906e-06	1.3246398064552191e-05	0.975462510504728	2.5203833144215434e-09	0.975462510504728	Sub
PD	Pbre1_11G222400	Pbre1_11G222800	Prupe.6G113600.1	0.615546	0.343247	1.793303364632466	Subfunctionalization	0.47911121549508	0.0118208750364835	0.0269444264429519	0.4821193436551539	4.139370330339763e-06	0.4821193436551539	Sub
PD	Pbre1_11G274400	Pbre1_11G275000	Prupe.6G150900.1	0.209023	0.314455	0.6647151420712025	Specialization	1.4566328812924742e-09	2.556799540431362e-13	1.518249523837285e-10	0.0990730296165618	0.9009269687747248	0.9009269687747248	Spe
PD	Pbre1_11G274400	Pbre1_11G275200	Prupe.6G150900.1	0.0579794	0.314455	0.1843805949976944	Specialization	3.377748324255083e-06	7.284069664698136e-08	4.338697295199766e-06	0.0216112893785802	0.9783809213351036	0.9783809213351036	Spe
PD	Pbre1_11G283800	Pbre1_11G285200	Prupe.6G155800.1	0.237593	0.289105	0.8218225212293111	Subfunctionalization	4.618693378821224e-06	2.698563584085376e-10	1.9724625948517062e-06	0.9999934085739312	2.387475720069017e-13	0.9999934085739312	Sub
PD	Pbre1_11G284200	Pbre1_11G285000	Prupe.6G156800.1	0.0281391	0.260732	0.1079234616387708	Subfunctionalization	0.0300753933096538	0.0003350828655088	0.0345356084731642	0.9342733286111842	0.0007805867404886	0.9342733286111842	Sub
PD	Pbre1_11G297200	Pbre1_11G295400	Prupe.4G259400.1	0.0255534	0.741477	0.0344628356644912	Conservation	0.6895183398108186	0.0004395855986618	0.0296511023418358	8.853144806619961e-09	0.2803909633955389	0.6895183398108186	Con
PD	Pbre1_11G323600	Pbre1_11G324000	Prupe.4G237500.1	1.22829	1.14397	1.0737082266143343	Conservation	0.992426670485491	0.0007790444307755	0.0057520292904264	0.0005058796712939	0.0005363761220129	0.992426670485491	Con
PD	Pbre1_11G334400	Pbre1_11G335600	Prupe.4G227500.1	1.11094	0.891104	1.2467007218012711	Conservation	0.6849972479858584	2.381438112543764e-05	0.31253200828738	0.0024467813739824	1.4797165373299625e-07	0.6849972479858584	Con
PD	Pbre1_11G345000	Pbre1_11G345400	Prupe.4G219200.1	0.143469	1.04744	0.1369710914228977	Subfunctionalization	0.0009304414357388	5.176753307837128e-07	0.0003563174503706	0.9986551233215626	5.760011699696251e-05	0.9986551233215626	Sub
PD	Pbre1_11G355000	Pbre1_11G355600	Prupe.4G213500.1	0.11544	0.206963	0.5577808593806622	Conservation	0.9813350825306656	8.922670652778241e-07	0.0186526223095764	2.002474945380198e-06	9.400417747726609e-06	0.9813350825306656	Con
PD	Pbre1_11G356200	Pbre1_11G356800	Prupe.4G212700.1	1.48127	1.86548	0.7940422840234149	Neofunctionalization(Parent)	4.0761888877569603e-10	0.9999842295521638	2.037842249408328e-17	6.263933151114394e-09	1.5763776284157854e-05	0.9999842295521638	Neo(P)
PD	Pbre1_11G398800	Pbre1_11G400400	Prupe.4G185200.1	0.167082	0.252209	0.6624743764100409	Subfunctionalization	0.0008083002004306	0.0752406907953904	0.0001679960351762	0.9236800077224974	0.0001030052465052	0.9236800077224974	Sub
PD	Pbre1_11G400000	Pbre1_11G401000	Prupe.4G184700.1	0.624917	0.728645	0.8576426105991257	Neofunctionalization(Parent)	0.0179299149581911	0.9551810099510336	0.0016328268059429	0.005859855828211	0.0193963924566212	0.9551810099510336	Neo(P)
PD	Pbre1_11G412600	Pbre1_11G413000	Prupe.4G177700.1	0.57951	0.435997	1.329160521746709	Subfunctionalization	6.97832727184455e-13	2.984408299553388e-12	1.1409745649569618e-15	0.9999999999963168	7.873708681176294e-19	0.9999999999963168	Sub
PD	Pbre1_11G419400	Pbre1_11G419800	Prupe.4G173600.1	0.352971	0.755509	0.4671962875359525	Subfunctionalization	0.0013470455427541	3.075764261623149e-07	2.221207128985827e-07	0.9986524037437194	2.1016387388170555e-08	0.9986524037437194	Sub
PD	Pbre1_11G423200	Pbre1_11G423800	Prupe.4G171500.1	0.0322898	0.557149	0.0579554122864799	Subfunctionalization	0.0038708182327314	0.0004646102586941	9.157491646546628e-07	0.995663607061139	4.8698270751624027e-08	0.995663607061139	Sub
